item_id,item_name,category_name,unit_price,cost_price,rating_count,avg_overall_rating,std_overall_rating,avg_food_rating,avg_service_rating,avg_ambiance_rating,star_1_count,star_2_count,star_3_count,star_4_count,star_5_count,star_1_pct,star_5_pct,csat_pct,net_satisfaction_score
ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,6.5,4.8,1485,3.6794612794612793,1.3778727816119267,3.637037037037037,3.581144781144781,3.7393939393939393,203,104,193,451,534,13.670033670033671,35.95959595959596,66.32996632996633,45.656565656565654
ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,13.99,10.8,1454,3.6788170563961486,1.3948601859294436,3.6327372764786796,3.5832187070151305,3.7262723521320495,209,89,201,416,539,14.37414030261348,37.07015130674003,65.6808803301238,45.18569463548831
ITEM-035,Black Truffle Tagliolini Caviar,Wood-Fired Pizzas & Pastas,42.0,11.5,135,3.674074074074074,1.3317569454056783,3.651851851851852,3.6222222222222222,3.688888888888889,17,9,19,46,44,12.592592592592592,32.592592592592595,66.66666666666666,47.40740740740741
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,15.99,7.5,715,3.6713286713286712,1.383051794320604,3.604195804195804,3.627972027972028,3.716083916083916,101,48,89,224,253,14.125874125874127,35.38461538461539,66.7132867132867,45.87412587412587
ITEM-124,Elderflower French 75 Champagne,Signature Cocktails & Mocktails,17.0,3.6,641,3.6645865834633384,1.4191140036594019,3.62402496099844,3.56786271450858,3.720748829953198,98,41,77,187,238,15.288611544461778,37.129485179407176,66.30265210608425,44.61778471138845
ITEM-085,Blackened Salmon Cobb Salad,Farm-Fresh Salads & Grain Bowls,21.0,9.8,651,3.662058371735791,1.4194543056464577,3.6144393241167436,3.58678955453149,3.705069124423963,95,47,91,168,250,14.592933947772657,38.40245775729647,64.20890937019969,42.3963133640553
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,14.5,5.2,782,3.659846547314578,1.3939319665085481,3.5946291560102304,3.5869565217391304,3.70460358056266,109,55,118,211,289,13.938618925831204,36.95652173913043,63.9386189258312,42.96675191815857
ITEM-056,Pan-Roasted Duck Breast Plum Glaze,Prime Steaks & Butcher Cuts,35.0,14.0,290,3.6586206896551725,1.3633911621989319,3.6482758620689655,3.603448275862069,3.806896551724138,38,22,41,89,100,13.10344827586207,34.48275862068966,65.17241379310344,44.48275862068966
ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,8.99,6.75,1348,3.658011869436202,1.4024433741955011,3.5741839762611276,3.56973293768546,3.714391691394659,197,91,179,390,491,14.614243323442135,36.42433234421365,65.3560830860534,43.99109792284867
ITEM-039,Handcrafted Lobster Ravioli,Wood-Fired Pizzas & Pastas,29.5,11.2,333,3.6576576576576576,1.3386886374325,3.6096096096096097,3.5585585585585586,3.6726726726726726,38,32,50,99,114,11.411411411411411,34.234234234234236,63.96396396396396,42.94294294294294
ITEM-071,Steamed Blue Mussels White Wine,Chef Specials & Seafood,22.0,9.5,453,3.65121412803532,1.4258143397656557,3.6004415011037527,3.5717439293598234,3.7417218543046356,69,34,50,133,167,15.2317880794702,36.86534216335541,66.22516556291392,43.4878587196468
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,8.99,1.8,811,3.6498150431565968,1.4056971699658394,3.590628853267571,3.599260172626387,3.6757090012330456,117,61,107,230,296,14.426633785450061,36.49815043156597,64.85819975339088,42.909987669543774
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,5.5,1.1,691,3.6497829232995658,1.4004385790455,3.5962373371924747,3.5890014471780027,3.723589001447178,100,45,105,188,253,14.47178002894356,36.61360347322721,63.8205499276411,42.83646888567294
ITEM-043,Burrata Caprese Pizza,Wood-Fired Pizzas & Pastas,20.5,8.5,572,3.6486013986013988,1.3793376929931003,3.604895104895105,3.576923076923077,3.6625874125874125,79,41,82,170,200,13.81118881118881,34.96503496503497,64.6853146853147,43.70629370629371
ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,9.99,6.9,1122,3.6470588235294117,1.4060641235244806,3.5784313725490198,3.5775401069518717,3.6737967914438503,165,77,155,317,408,14.705882352941178,36.36363636363637,64.61675579322637,43.04812834224599
ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,9.99,2.8,761,3.6465177398160313,1.4252946472897383,3.5992115637319317,3.5781865965834427,3.724047306176084,121,46,90,228,276,15.900131406044679,36.26806833114323,66.22864651773982,44.2838370565046
ITEM-051,A5 Miyazaki Japanese Wagyu (4oz),Prime Steaks & Butcher Cuts,95.0,32.0,62,3.6451612903225805,1.4832040439042922,3.5161290322580645,3.6129032258064515,3.661290322580645,10,4,10,12,26,16.129032258064516,41.935483870967744,61.29032258064516,38.70967741935484
ITEM-048,Dry-Aged Bone-in NY Strip (16oz),Prime Steaks & Butcher Cuts,56.0,26.0,398,3.64321608040201,1.4295695952806369,3.5452261306532664,3.6055276381909547,3.690954773869347,63,24,52,112,147,15.829145728643216,36.93467336683417,65.07537688442211,43.21608040201005
ITEM-059,Bistro Hanger Steak Shallot Jus,Prime Steaks & Butcher Cuts,28.0,13.5,512,3.642578125,1.4097728487519814,3.62890625,3.56640625,3.73046875,74,40,68,143,187,14.453125,36.5234375,64.453125,42.1875
ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,8.5,1.6,807,3.640644361833953,1.4176251700446867,3.5898389095415117,3.5588599752168526,3.680297397769517,118,64,107,219,299,14.622057001239158,37.05080545229244,64.18835192069393,41.63568773234201
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,6.5,1.4,877,3.6396807297605474,1.4037373104548225,3.572405929304447,3.5290763968072976,3.7046750285062715,126,61,139,228,323,14.367160775370582,36.830102622576966,62.82782212086659,41.50513112884835
ITEM-049,Colorado Rosemary Lamb Chops,Prime Steaks & Butcher Cuts,44.0,19.5,309,3.6375404530744335,1.4112310766728906,3.6116504854368934,3.5210355987055015,3.686084142394822,47,20,41,91,110,15.210355987055015,35.59870550161812,65.0485436893204,43.36569579288026
ITEM-015,Bacon Wrapped Stuffed Dates,Appetizers & Small Plates,13.5,5.2,549,3.6375227686703098,1.41606207785217,3.604735883424408,3.5245901639344264,3.6684881602914388,81,43,70,155,200,14.754098360655737,36.42987249544626,64.66302367941712,42.07650273224044
ITEM-063,Wild King Salmon Lemon Herb,Chef Specials & Seafood,34.0,16.2,725,3.637241379310345,1.4081425026174206,3.5517241379310347,3.5627586206896553,3.6924137931034484,106,51,108,195,265,14.620689655172415,36.55172413793103,63.44827586206897,41.793103448275865
ITEM-009,Truffle Whipped Burrata,Appetizers & Small Plates,17.5,7.8,765,3.635294117647059,1.4129390198634855,3.5843137254901962,3.5647058823529414,3.69281045751634,111,63,98,215,278,14.50980392156863,36.33986928104575,64.44444444444444,41.69934640522876
ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,15.5,3.1,827,3.633615477629988,1.427838699984769,3.5743651753325274,3.535671100362757,3.7110036275695286,123,71,98,229,306,14.873035066505441,37.001209189842804,64.69165659008465,41.23337363966142
ITEM-094,Creamy Cashew Alfredo Tagliatelle,Vegan & Plant-Based Creations,19.0,5.8,549,3.6320582877959926,1.4036421433789052,3.557377049180328,3.5591985428051003,3.697632058287796,78,42,84,145,200,14.207650273224044,36.42987249544626,62.841530054644814,40.98360655737705
ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,14.5,11.0,1293,3.6318638824439287,1.3929186254936592,3.583139984532096,3.554524361948956,3.7115235885537508,180,110,169,381,453,13.921113689095128,35.03480278422274,64.50116009280742,42.072699149265276
ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,9.5,7.1,1116,3.631720430107527,1.4404897948700777,3.560931899641577,3.53494623655914,3.681899641577061,178,75,145,300,418,15.949820788530467,37.45519713261648,64.33691756272401,41.66666666666667
ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,11.5,15.0,839,3.631704410011919,1.4147183459760277,3.5649582836710367,3.494636471990465,3.6948748510131106,129,58,102,254,296,15.37544696066746,35.280095351609056,65.55423122765197,43.2657926102503
ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,12.99,8.8,1246,3.631621187800963,1.4187256358718667,3.604333868378812,3.547351524879615,3.700642054574639,190,86,169,349,452,15.248796147672552,36.27608346709471,64.28571428571429,42.13483146067416
ITEM-006,Soft-Shell Crab Sliders,Appetizers & Small Plates,19.5,10.2,244,3.6311475409836067,1.3620416753782456,3.622950819672131,3.5327868852459017,3.6844262295081966,33,15,44,69,83,13.524590163934427,34.01639344262295,62.295081967213115,42.62295081967213
ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,16.0,3.2,951,3.630914826498423,1.4027983702138667,3.5678233438485805,3.5499474237644586,3.7276550998948474,138,75,122,281,335,14.511041009463725,35.2260778128286,64.7739221871714,42.37644584647739
ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,5.99,1.1,1267,3.6306235201262824,1.4333898572801043,3.5516969218626677,3.5311760063141278,3.718232044198895,204,76,169,353,465,16.101026045777427,36.7008681925809,64.56195737963694,42.462509865824785
ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,19.99,14.5,1166,3.630360205831904,1.4358037478462133,3.5497427101200687,3.5711835334476842,3.6792452830188678,187,82,128,347,422,16.037735849056602,36.19210977701543,65.95197255574614,42.881646655231556
ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,15.0,2.9,1043,3.6299137104506234,1.46000640634159,3.5656759348034517,3.523489932885906,3.725790987535954,174,71,118,284,396,16.682646212847555,37.96740172579099,65.19654841802492,41.70661553211889
ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,17.5,8.0,980,3.629591836734694,1.4172949809615967,3.570408163265306,3.5051020408163267,3.701020408163265,154,54,146,273,353,15.714285714285714,36.0204081632653,63.87755102040816,42.6530612244898
ITEM-014,Spanakopita Herb Triangles,Appetizers & Small Plates,11.0,4.5,423,3.6217494089834514,1.4664331952742535,3.562647754137116,3.5011820330969265,3.6973995271867612,73,21,63,102,164,17.257683215130022,38.77068557919622,62.88416075650118,40.66193853427896
ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,29.99,18.5,1104,3.618659420289855,1.4226683190093852,3.5706521739130435,3.532608695652174,3.716485507246377,171,81,138,322,392,15.489130434782608,35.507246376811594,64.67391304347827,41.84782608695652
ITEM-096,Roasted Eggplant Harissa Shakshuka,Vegan & Plant-Based Creations,15.0,4.5,444,3.6171171171171173,1.4511689923960946,3.5945945945945947,3.5472972972972974,3.6644144144144146,74,30,50,128,162,16.666666666666664,36.486486486486484,65.31531531531532,41.891891891891895
ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,3.5,0.5,1272,3.6147798742138364,1.415671014193841,3.558176100628931,3.5400943396226414,3.625,197,86,173,370,446,15.487421383647797,35.062893081761004,64.15094339622641,41.90251572327044
ITEM-110,Fresh Wild Berry Pavlova,Handcrafted Desserts & Pastries,13.5,5.8,355,3.6140845070422536,1.416338856188819,3.543661971830986,3.5323943661971833,3.667605633802817,55,23,51,101,125,15.492957746478872,35.2112676056338,63.66197183098592,41.690140845070424
ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,6.99,1.5,857,3.6137689614935824,1.4497653396383825,3.570595099183197,3.546091015169195,3.6662777129521587,144,51,112,235,315,16.802800466744458,36.756126021003496,64.17736289381564,41.423570595099186
ITEM-100,Crispy Falafel Mezze Platter,Vegan & Plant-Based Creations,16.0,5.0,748,3.6136363636363638,1.4034480912979106,3.5588235294117645,3.5454545454545454,3.695187165775401,106,70,90,223,259,14.171122994652407,34.62566844919786,64.43850267379679,40.909090909090914
ITEM-146,Acai Berry Superfood Smoothie,Specialty Coffee & Beverages,7.99,3.4,638,3.6128526645768027,1.398235380470724,3.5673981191222572,3.56269592476489,3.7021943573667713,101,34,86,207,210,15.830721003134796,32.9153605015674,65.36050156739812,44.20062695924764
ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,3.99,0.6,1736,3.6100230414746544,1.4127834645211577,3.5622119815668203,3.53110599078341,3.6607142857142856,267,124,228,517,600,15.380184331797233,34.56221198156682,64.34331797235023,41.82027649769585
ITEM-080,Roasted Beet & Goat Cheese Bowl,Farm-Fresh Salads & Grain Bowls,15.0,5.4,559,3.6100178890876564,1.4436760499896837,3.584973166368515,3.516994633273703,3.663685152057245,91,38,73,153,204,16.27906976744186,36.493738819320214,63.864042933810374,40.7871198568873
ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,16.0,6.2,765,3.6091503267973857,1.4021934703953634,3.593464052287582,3.504575163398693,3.6666666666666665,107,71,104,215,268,13.986928104575163,35.03267973856209,63.13725490196078,39.869281045751634
ITEM-145,Sparkling San Pellegrino (750ml),Specialty Coffee & Beverages,6.0,1.5,681,3.606461086637298,1.4625378683980221,3.515418502202643,3.5212922173274595,3.684287812041116,113,56,68,193,251,16.593245227606463,36.8575624082232,65.19823788546255,40.38179148311307
ITEM-029,Truffle Lobster Roll,Artisanal Burgers & Handhelds,34.0,14.5,160,3.60625,1.4101914540610854,3.58125,3.4625,3.70625,26,9,19,54,52,16.25,32.5,66.25,44.375
ITEM-024,Portobello Mushroom Swiss Burger,Artisanal Burgers & Handhelds,15.0,5.8,494,3.6052631578947367,1.4621848082120372,3.516194331983806,3.522267206477733,3.6862348178137654,81,38,63,125,187,16.39676113360324,37.85425101214575,63.1578947368421,39.068825910931174
ITEM-005,Wild Alaskan Salmon Tartare,Appetizers & Small Plates,21.0,11.5,281,3.604982206405694,1.440675715606881,3.5551601423487544,3.505338078291815,3.718861209964413,46,21,29,87,98,16.370106761565836,34.87544483985765,65.83629893238434,41.99288256227758
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,13.99,4.9,632,3.6044303797468356,1.3945260854746564,3.5585443037974684,3.5316455696202533,3.6693037974683542,93,52,74,206,207,14.715189873417723,32.75316455696203,65.34810126582279,42.405063291139236
ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,15.5,7.5,556,3.6043165467625897,1.4550004738476483,3.526978417266187,3.526978417266187,3.6888489208633093,91,45,60,157,203,16.366906474820144,36.510791366906474,64.74820143884892,40.28776978417266
ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,5.25,0.9,745,3.6013422818791945,1.3827852219528658,3.538255033557047,3.54496644295302,3.65503355704698,101,69,106,219,250,13.557046979865772,33.557046979865774,62.95302013422819,40.13422818791946
ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,17.5,5.5,978,3.6012269938650308,1.4252003495809324,3.553169734151329,3.5276073619631902,3.6482617586912065,154,77,110,301,336,15.746421267893659,34.355828220858896,65.13292433537833,41.513292433537835
ITEM-099,Lentil Shepherd's Pie Sweet Potato,Vegan & Plant-Based Creations,17.5,5.2,378,3.6005291005291005,1.4148510284966105,3.544973544973545,3.5423280423280423,3.64021164021164,60,25,48,118,127,15.873015873015872,33.5978835978836,64.81481481481481,42.32804232804233
ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,7.5,1.8,1105,3.6,1.4311493303625233,3.5493212669683256,3.5375565610859727,3.646153846153846,181,71,141,328,384,16.380090497737555,34.751131221719454,64.43438914027149,41.6289592760181
ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,10.99,7.8,1380,3.6,1.4549557730968574,3.5231884057971015,3.528985507246377,3.6471014492753624,233,91,175,377,504,16.884057971014492,36.52173913043478,63.84057971014493,40.36231884057971
ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,8.99,3.2,987,3.5987841945288754,1.408867361545231,3.5288753799392096,3.5005065856129685,3.6990881458966567,150,69,149,278,341,15.19756838905775,34.549138804457954,62.71529888551165,40.52684903748733
ITEM-109,Warm Apple Cinnamon Crisp,Handcrafted Desserts & Pastries,9.5,2.8,741,3.593792172739541,1.4420009764937476,3.562753036437247,3.503373819163293,3.6639676113360324,123,51,90,217,260,16.599190283400812,35.08771929824561,64.37246963562752,40.89068825910931
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,16.5,4.9,639,3.593114241001565,1.4428559837176589,3.566510172143975,3.535211267605634,3.674491392801252,102,51,82,174,230,15.96244131455399,35.99374021909233,63.22378716744914,39.280125195618155
ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,17.0,8.2,647,3.590417310664606,1.4372642287878479,3.536321483771252,3.500772797527048,3.6661514683153014,102,51,89,173,232,15.765069551777433,35.85780525502319,62.59659969088099,38.94899536321484
ITEM-114,Warm Churros with Spiced Dulce,Handcrafted Desserts & Pastries,9.0,2.4,905,3.5900552486187847,1.4122216607417215,3.5337016574585633,3.4939226519337017,3.6353591160220993,141,63,128,267,306,15.58011049723757,33.812154696132595,63.31491712707182,40.773480662983424
ITEM-086,Sesame Ahi Tuna Poke Bowl,Farm-Fresh Salads & Grain Bowls,19.5,10.2,696,3.589080459770115,1.4614849113264559,3.5272988505747125,3.521551724137931,3.6910919540229883,120,48,80,198,250,17.24137931034483,35.91954022988506,64.36781609195403,40.229885057471265
ITEM-087,Green Goddess Farro Bowl,Farm-Fresh Salads & Grain Bowls,14.5,4.8,518,3.586872586872587,1.4234773218643684,3.5752895752895753,3.444015444015444,3.6563706563706564,79,38,87,128,186,15.250965250965251,35.907335907335906,60.61776061776062,38.030888030888036
ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,5.99,1.25,1309,3.586707410236822,1.4317844314733874,3.523300229182582,3.4973262032085564,3.6279602750190985,214,88,175,380,452,16.348357524828113,34.53017570664629,63.559969442322384,40.48892284186402
ITEM-040,Truffled Wild Mushroom Gnocchi,Wood-Fired Pizzas & Pastas,22.0,7.8,642,3.5856697819314642,1.373806764618424,3.529595015576324,3.532710280373832,3.6230529595015577,88,57,94,197,206,13.707165109034266,32.087227414330215,62.77258566978193,40.18691588785047
ITEM-117,Artisanal Macaron Assortment (6pcs),Handcrafted Desserts & Pastries,15.0,4.2,544,3.5845588235294117,1.425956623180636,3.5551470588235294,3.5588235294117645,3.6801470588235294,87,36,82,150,189,15.992647058823529,34.74264705882353,62.31617647058824,39.705882352941174
ITEM-055,Steakhouse Flat Iron Chimichurri,Prime Steaks & Butcher Cuts,26.5,13.2,794,3.584382871536524,1.4498103313821469,3.527707808564232,3.494962216624685,3.6612090680100757,131,55,116,203,289,16.49874055415617,36.39798488664987,61.96473551637279,38.539042821158695
