order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number
ORD-000108,CUST-43628,LOC-002,2025-10-18,10:54:01,2025-10-18 10:54:01,TAKEOUT,COMPLETED,CREDIT_CARD,280.23,25.0,21.06,0.0,0.0,-276.29,PROMO-011,
ORD-000111,CUST-41453,LOC-006,2025-05-07,08:00:47,2025-05-07 08:00:47,DINE_IN,COMPLETED,DEBIT_CARD,175.49,25.0,12.42,15.05,0.0,-177.96,PROMO-011,16.0
ORD-000114,CUST-27785,LOC-016,2025-11-06,19:17:52,2025-11-06 19:17:52,DINE_IN,CANCELLED,CREDIT_CARD,159.5,0.0,13.16,0.0,0.0,-172.66,,38.0
ORD-000117,CUST-04957,LOC-017,2025-11-05,09:18:40,2025-11-05 09:18:40,DELIVERY,COMPLETED,CREDIT_CARD,244.18,0.0,20.14,43.95,4.99,-313.26,,
ORD-000120,CUST-03965,LOC-020,2025-08-01,09:39:50,2025-08-01 09:39:50,DINE_IN,CANCELLED,CREDIT_CARD,224.95,12.0,17.57,0.0,0.0,-230.52,PROMO-008,7.0
ORD-000123,CUST-37318,LOC-005,2025-05-18,11:21:58,2025-05-18 11:21:58,DINE_IN,COMPLETED,CASH,209.72,0.0,17.3,20.97,0.0,-247.99,,13.0
ORD-000126,CUST-46373,LOC-004,2025-06-25,14:32:11,2025-06-25 14:32:11,DINE_IN,COMPLETED,CREDIT_CARD,145.48,0.0,12.0,21.82,0.0,-179.3,,13.0
ORD-000129,CUST-47299,LOC-006,2025-01-04,17:16:50,2025-01-04 17:16:50,DELIVERY,COMPLETED,CREDIT_CARD,260.98,0.0,21.53,39.15,4.99,-326.65,,
ORD-000132,CUST-27441,LOC-006,2025-04-11,16:18:02,2025-04-11 16:18:02,DINE_IN,COMPLETED,CREDIT_CARD,325.45,0.0,26.85,32.55,0.0,-384.85,,9.0
ORD-000135,CUST-45918,LOC-002,2025-12-14,19:30:39,2025-12-14 19:30:39,DELIVERY,PENDING,CREDIT_CARD,267.46,20.0,20.42,0.0,4.99,-272.87,PROMO-004,
ORD-000138,CUST-16781,LOC-008,2025-09-27,21:00:33,2025-09-27 21:00:33,TAKEOUT,COMPLETED,MOBILE_PAY,145.99,20.0,10.39,0.0,0.0,-136.38,PROMO-010,
ORD-000141,CUST-37173,LOC-009,2025-12-20,12:10:43,2025-12-20 12:10:43,DELIVERY,COMPLETED,CREDIT_CARD,170.48,0.0,14.06,30.69,4.99,-220.22,,
ORD-000144,CUST-12566,LOC-003,2025-05-11,13:35:41,2025-05-11 13:35:41,DELIVERY,COMPLETED,CREDIT_CARD,318.42,0.0,26.27,57.32,4.99,-407.0,,
ORD-000147,CUST-39343,LOC-017,2025-08-23,13:59:23,2025-08-23 13:59:23,DELIVERY,COMPLETED,CREDIT_CARD,199.21,0.0,16.43,35.86,4.99,-256.49,,
ORD-000150,CUST-11145,LOC-001,2025-05-03,17:42:57,2025-05-03 17:42:57,TAKEOUT,COMPLETED,CASH,140.5,0.0,11.59,0.0,0.0,-152.09,,
ORD-000153,CUST-01100,LOC-009,2025-03-10,10:09:13,2025-03-10 10:09:13,TAKEOUT,CANCELLED,DEBIT_CARD,225.5,0.0,18.6,0.0,0.0,-244.1,,
ORD-000156,CUST-01008,LOC-016,2025-04-18,13:02:21,2025-04-18 13:02:21,TAKEOUT,COMPLETED,MOBILE_PAY,327.46,15.0,25.78,0.0,0.0,-338.24,PROMO-012,
ORD-000159,CUST-24900,LOC-011,2025-04-17,18:39:25,2025-04-17 18:39:25,TAKEOUT,COMPLETED,DEBIT_CARD,179.18,0.0,14.78,0.0,0.0,-193.96,,
ORD-000162,CUST-21691,LOC-005,2025-08-30,16:06:35,2025-08-30 16:06:35,DELIVERY,COMPLETED,CREDIT_CARD,380.95,25.0,29.37,35.59,4.99,-425.9,PROMO-003,
ORD-000165,CUST-33781,LOC-010,2025-02-14,14:23:48,2025-02-14 14:23:48,DINE_IN,COMPLETED,MOBILE_PAY,159.47,0.0,13.16,31.89,0.0,-204.52,,38.0
ORD-000168,CUST-19414,LOC-017,2025-03-27,08:44:51,2025-03-27 08:44:51,DINE_IN,COMPLETED,DEBIT_CARD,271.44,0.0,22.39,40.72,0.0,-334.55,,12.0
ORD-000171,CUST-24375,LOC-008,2025-09-17,12:00:05,2025-09-17 12:00:05,TAKEOUT,COMPLETED,CASH,237.4,12.0,18.6,0.0,0.0,-244.0,PROMO-008,
ORD-000174,CUST-40193,LOC-018,2025-04-12,18:46:20,2025-04-12 18:46:20,DINE_IN,COMPLETED,DEBIT_CARD,348.69,6.5,28.23,85.55,0.0,-455.97,PROMO-006,28.0
ORD-000177,CUST-16262,LOC-017,2025-09-22,12:34:11,2025-09-22 12:34:11,DRIVE_THRU,COMPLETED,CREDIT_CARD,256.96,0.0,21.2,0.0,0.0,-278.16,,
ORD-000180,CUST-13993,LOC-005,2025-03-08,18:34:58,2025-03-08 18:34:58,DINE_IN,COMPLETED,CREDIT_CARD,506.41,0.0,41.78,75.96,0.0,-624.15,,22.0
ORD-000183,CUST-11278,LOC-014,2025-12-10,18:38:42,2025-12-10 18:38:42,DRIVE_THRU,COMPLETED,DEBIT_CARD,220.23,20.0,16.52,0.0,0.0,-216.75,PROMO-004,
ORD-000186,CUST-34566,LOC-010,2025-09-10,18:53:51,2025-09-10 18:53:51,DINE_IN,COMPLETED,MOBILE_PAY,195.96,40.0,12.87,15.6,0.0,-184.43,PROMO-009,30.0
ORD-000189,CUST-34588,LOC-011,2025-07-28,20:32:26,2025-07-28 20:32:26,DINE_IN,COMPLETED,CASH,228.18,0.0,18.82,22.82,0.0,-269.82,,9.0
ORD-000192,CUST-24000,LOC-020,2025-12-01,19:52:13,2025-12-01 19:52:13,TAKEOUT,COMPLETED,CREDIT_CARD,313.98,8.0,25.24,0.0,0.0,-331.22,PROMO-005,
ORD-000195,CUST-43245,LOC-009,2025-05-27,13:24:05,2025-05-27 13:24:05,DINE_IN,COMPLETED,CREDIT_CARD,178.24,0.0,14.7,32.08,0.0,-225.02,,36.0
ORD-000198,CUST-25726,LOC-008,2025-12-01,09:06:23,2025-12-01 09:06:23,DELIVERY,COMPLETED,CREDIT_CARD,400.95,40.0,29.78,54.14,4.99,-449.86,PROMO-009,
ORD-000301,CUST-15209,LOC-018,2025-01-26,12:44:20,2025-01-26 12:44:20,DRIVE_THRU,COMPLETED,MOBILE_PAY,243.25,0.0,20.07,0.0,0.0,0.0,,
ORD-000304,CUST-17314,LOC-009,2025-09-01,13:28:32,2025-09-01 13:28:32,DINE_IN,COMPLETED,CREDIT_CARD,406.49,0.0,33.54,81.3,0.0,0.0,,32.0
ORD-000307,CUST-29827,LOC-008,2025-07-24,16:39:09,2025-07-24 16:39:09,DINE_IN,COMPLETED,CREDIT_CARD,158.71,0.0,13.09,31.74,0.0,0.0,,36.0
ORD-000310,CUST-41083,LOC-001,2025-04-30,17:33:19,2025-04-30 17:33:19,DINE_IN,COMPLETED,DEBIT_CARD,251.95,0.0,20.79,50.39,0.0,0.0,,9.0
ORD-000313,CUST-13324,LOC-009,2025-01-13,20:20:15,2025-01-13 20:20:15,TAKEOUT,COMPLETED,CASH,263.23,0.0,21.72,0.0,0.0,0.0,,
ORD-000316,CUST-16319,LOC-019,2025-09-24,18:49:39,2025-09-24 18:49:39,DINE_IN,COMPLETED,CREDIT_CARD,194.99,0.0,16.09,39.0,0.0,0.0,,31.0
ORD-000319,CUST-37550,LOC-016,2025-03-15,15:40:34,2025-03-15 15:40:34,DINE_IN,COMPLETED,CREDIT_CARD,231.91,0.0,19.13,23.19,0.0,0.0,,38.0
ORD-000322,CUST-36208,LOC-014,2025-10-02,14:29:26,2025-10-02 14:29:26,DELIVERY,CANCELLED,DEBIT_CARD,184.98,8.0,14.6,0.0,4.99,0.0,PROMO-005,
ORD-000325,CUST-07061,LOC-012,2025-12-19,15:31:35,2025-12-19 15:31:35,DELIVERY,COMPLETED,CREDIT_CARD,223.72,12.0,17.47,38.11,4.99,0.0,PROMO-008,
ORD-000328,CUST-26194,LOC-001,2025-08-23,18:49:31,2025-08-23 18:49:31,DINE_IN,COMPLETED,DEBIT_CARD,309.43,0.0,25.53,46.41,0.0,0.0,,16.0
ORD-000331,CUST-45443,LOC-010,2025-06-02,07:46:58,2025-06-02 07:46:58,TAKEOUT,COMPLETED,MOBILE_PAY,161.95,0.0,13.36,0.0,0.0,0.0,,
ORD-000334,CUST-26951,LOC-010,2025-02-27,12:15:26,2025-02-27 12:15:26,DINE_IN,COMPLETED,CREDIT_CARD,126.48,0.0,10.43,25.3,0.0,0.0,,6.0
ORD-000337,CUST-03868,LOC-009,2025-11-20,12:03:02,2025-11-20 12:03:02,DINE_IN,COMPLETED,CREDIT_CARD,281.19,0.0,23.2,56.24,0.0,0.0,,21.0
ORD-000340,CUST-45855,LOC-016,2025-02-17,17:08:40,2025-02-17 17:08:40,DELIVERY,COMPLETED,CREDIT_CARD,134.94,15.0,9.9,17.99,4.99,0.0,PROMO-012,
ORD-000343,CUST-00816,LOC-011,2025-03-22,20:41:52,2025-03-22 20:41:52,DRIVE_THRU,COMPLETED,CREDIT_CARD,314.95,0.0,25.98,0.0,0.0,0.0,,
ORD-000346,CUST-10649,LOC-006,2025-08-25,19:12:42,2025-08-25 19:12:42,TAKEOUT,COMPLETED,DEBIT_CARD,312.98,15.0,24.58,0.0,0.0,0.0,PROMO-012,
ORD-000349,CUST-12588,LOC-013,2025-06-08,14:26:42,2025-06-08 14:26:42,TAKEOUT,COMPLETED,DEBIT_CARD,141.96,25.0,9.65,0.0,0.0,0.0,PROMO-003,
ORD-000352,CUST-36030,LOC-019,2025-11-20,11:03:10,2025-11-20 11:03:10,DINE_IN,COMPLETED,CREDIT_CARD,184.94,0.0,15.26,27.74,0.0,0.0,,24.0
ORD-000355,CUST-01113,LOC-012,2025-02-04,21:35:42,2025-02-04 21:35:42,TAKEOUT,COMPLETED,GIFT_CARD,342.95,0.0,28.29,0.0,0.0,0.0,,
ORD-000358,CUST-03145,LOC-018,2025-08-15,17:57:18,2025-08-15 17:57:18,DELIVERY,COMPLETED,MOBILE_PAY,144.47,8.0,11.26,24.56,4.99,0.0,PROMO-005,
ORD-000361,CUST-15960,LOC-014,2025-06-13,17:29:49,2025-06-13 17:29:49,DELIVERY,COMPLETED,CREDIT_CARD,165.49,0.0,13.65,24.82,4.99,0.0,,
ORD-000364,CUST-12909,LOC-017,2025-08-02,10:05:09,2025-08-02 10:05:09,TAKEOUT,COMPLETED,MOBILE_PAY,162.99,20.0,11.8,0.0,0.0,0.0,PROMO-010,
ORD-000367,CUST-41850,LOC-014,2025-12-20,16:06:13,2025-12-20 16:06:13,DELIVERY,COMPLETED,DEBIT_CARD,203.49,25.0,14.73,32.13,4.99,0.0,PROMO-003,
ORD-000370,CUST-05601,LOC-004,2025-02-03,18:48:47,2025-02-03 18:48:47,DRIVE_THRU,COMPLETED,MOBILE_PAY,122.48,15.0,8.87,0.0,0.0,0.0,PROMO-001,
ORD-000373,CUST-33415,LOC-020,2025-02-16,14:41:13,2025-02-16 14:41:13,TAKEOUT,COMPLETED,CREDIT_CARD,76.48,0.0,6.31,0.0,0.0,0.0,,
ORD-000376,CUST-26990,LOC-015,2025-05-19,13:28:38,2025-05-19 13:28:38,DINE_IN,COMPLETED,CREDIT_CARD,224.74,20.0,16.89,36.85,0.0,0.0,PROMO-010,
ORD-000379,CUST-43151,LOC-014,2025-11-08,17:15:44,2025-11-08 17:15:44,DINE_IN,COMPLETED,CREDIT_CARD,308.44,0.0,25.45,30.84,0.0,0.0,,6.0
ORD-000382,CUST-16754,LOC-016,2025-09-25,23:54:13,2025-09-25 23:54:13,DINE_IN,COMPLETED,MOBILE_PAY,285.19,20.0,21.88,26.52,0.0,0.0,PROMO-010,40.0
ORD-000385,CUST-26216,LOC-016,2025-10-10,07:08:55,2025-10-10 07:08:55,DRIVE_THRU,COMPLETED,DEBIT_CARD,209.48,25.0,15.22,0.0,0.0,0.0,PROMO-003,
ORD-000388,CUST-28951,LOC-017,2025-03-23,18:55:06,2025-03-23 18:55:06,DINE_IN,COMPLETED,CREDIT_CARD,176.45,12.0,13.57,24.67,0.0,0.0,PROMO-008,2.0
ORD-000391,CUST-29759,LOC-011,2025-12-28,11:43:07,2025-12-28 11:43:07,DINE_IN,COMPLETED,DEBIT_CARD,171.97,15.0,12.95,15.7,0.0,0.0,PROMO-002,12.0
ORD-000394,CUST-30236,LOC-008,2025-10-26,13:44:37,2025-10-26 13:44:37,TAKEOUT,COMPLETED,DEBIT_CARD,233.47,0.0,19.26,0.0,0.0,0.0,,
ORD-000397,CUST-34626,LOC-010,2025-11-21,09:14:12,2025-11-21 09:14:12,TAKEOUT,COMPLETED,CREDIT_CARD,147.0,0.0,12.13,0.0,0.0,0.0,,
ORD-000400,CUST-13747,LOC-013,2025-10-18,12:26:13,2025-10-18 12:26:13,DINE_IN,COMPLETED,MOBILE_PAY,171.94,0.0,14.19,42.98,0.0,0.0,,26.0
ORD-000403,CUST-04073,LOC-016,2025-07-20,18:55:09,2025-07-20 18:55:09,DINE_IN,COMPLETED,CREDIT_CARD,146.95,6.5,11.59,25.28,0.0,0.0,PROMO-006,40.0
ORD-000406,CUST-44401,LOC-001,2025-12-01,10:56:57,2025-12-01 10:56:57,DINE_IN,COMPLETED,MOBILE_PAY,291.93,0.0,24.08,29.19,0.0,0.0,,37.0
ORD-000409,CUST-30085,LOC-004,2025-12-04,20:53:19,2025-12-04 20:53:19,TAKEOUT,COMPLETED,CREDIT_CARD,141.98,0.0,11.71,0.0,0.0,0.0,,
ORD-000412,CUST-26599,LOC-014,2025-12-17,11:09:18,2025-12-17 11:09:18,DINE_IN,CANCELLED,CREDIT_CARD,483.38,12.0,38.89,0.0,0.0,0.0,PROMO-008,3.0
ORD-000415,CUST-19469,LOC-010,2025-08-30,14:28:12,2025-08-30 14:28:12,DINE_IN,COMPLETED,CREDIT_CARD,246.92,20.0,18.72,22.69,0.0,0.0,PROMO-004,13.0
ORD-000418,CUST-26341,LOC-001,2025-05-23,17:24:37,2025-05-23 17:24:37,TAKEOUT,PENDING,CREDIT_CARD,257.48,0.0,21.24,0.0,0.0,0.0,,
ORD-000421,CUST-32714,LOC-005,2025-11-01,11:18:13,2025-11-01 11:18:13,DRIVE_THRU,COMPLETED,DEBIT_CARD,319.22,0.0,26.34,0.0,0.0,0.0,,
ORD-000424,CUST-12104,LOC-010,2025-07-17,12:53:52,2025-07-17 12:53:52,DINE_IN,COMPLETED,MOBILE_PAY,378.44,0.0,31.22,68.12,0.0,0.0,,23.0
ORD-000427,CUST-16906,LOC-020,2025-06-29,13:28:38,2025-06-29 13:28:38,TAKEOUT,COMPLETED,CREDIT_CARD,265.47,8.0,21.24,0.0,0.0,0.0,PROMO-005,
ORD-000430,CUST-18849,LOC-013,2025-02-28,13:43:05,2025-02-28 13:43:05,DELIVERY,COMPLETED,CREDIT_CARD,189.22,15.0,14.37,26.13,4.99,0.0,PROMO-002,
ORD-000433,CUST-05372,LOC-001,2025-08-25,21:22:21,2025-08-25 21:22:21,TAKEOUT,COMPLETED,MOBILE_PAY,398.46,0.0,32.87,0.0,0.0,0.0,,
ORD-000436,CUST-42335,LOC-002,2025-09-26,11:56:54,2025-09-26 11:56:54,DINE_IN,COMPLETED,CREDIT_CARD,180.48,0.0,14.89,45.12,0.0,0.0,,
ORD-000439,CUST-00186,LOC-002,2025-09-28,12:47:23,2025-09-28 12:47:23,DINE_IN,COMPLETED,CREDIT_CARD,116.22,0.0,9.59,11.62,0.0,0.0,,4.0
ORD-000442,CUST-01640,LOC-004,2025-12-27,16:26:11,2025-12-27 16:26:11,TAKEOUT,COMPLETED,CREDIT_CARD,359.44,0.0,29.65,0.0,0.0,0.0,,
ORD-000445,CUST-17856,LOC-005,2025-11-07,12:58:58,2025-11-07 12:58:58,DELIVERY,COMPLETED,CREDIT_CARD,421.94,0.0,34.81,75.95,4.99,0.0,,
ORD-000448,CUST-33461,LOC-004,2025-10-17,09:32:12,2025-10-17 09:32:12,DELIVERY,COMPLETED,CREDIT_CARD,345.98,15.0,27.31,49.65,4.99,0.0,PROMO-001,
