order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number
ORD-000048,CUST-14698,LOC-007,2025-07-25,08:18:09,2025-07-25 08:18:09,DRIVE_THRU,COMPLETED,MOBILE_PAY,171.42,0.0,14.14,0.0,0.0,185.56,,
ORD-000049,CUST-29276,LOC-005,2025-08-03,09:06:17,2025-08-03 09:06:17,TAKEOUT,COMPLETED,CREDIT_CARD,312.43,0.0,25.78,0.0,0.0,338.21,,
ORD-000050,CUST-34692,LOC-017,2025-03-27,10:54:23,2025-03-27 10:54:23,DELIVERY,COMPLETED,CREDIT_CARD,278.22,0.0,22.95,50.08,4.99,356.24,,
ORD-000051,CUST-03357,LOC-001,2025-12-22,08:25:37,2025-12-22 08:25:37,DELIVERY,COMPLETED,MOBILE_PAY,304.96,0.0,25.16,45.74,4.99,-380.85,,
ORD-000052,CUST-37091,LOC-011,2025-10-26,13:01:19,2025-10-26 13:01:19,DINE_IN,COMPLETED,CREDIT_CARD,223.72,0.0,18.46,40.27,0.0,282.45,,40.0
ORD-000053,CUST-28672,LOC-011,2025-12-14,09:28:47,2025-12-14 09:28:47,DRIVE_THRU,COMPLETED,MOBILE_PAY,272.96,15.0,21.28,0.0,0.0,279.24,PROMO-001,
ORD-000054,,LOC-014,2025-12-01,19:01:40,2025-12-01 19:01:40,DINE_IN,COMPLETED,CREDIT_CARD,160.96,0.0,13.28,28.97,0.0,-203.21,,11.0
ORD-000055,,LOC-013,2025-08-19,18:34:25,2025-08-19 18:34:25,DELIVERY,COMPLETED,CASH,131.73,0.0,10.87,26.35,4.99,173.94,,
ORD-000056,CUST-46193,LOC-008,2025-12-08,18:25:28,2025-12-08 18:25:28,TAKEOUT,COMPLETED,DEBIT_CARD,208.98,8.0,16.58,0.0,0.0,217.56,PROMO-005,
ORD-000057,CUST-44560,LOC-012,2025-02-13,17:21:14,2025-02-13 17:21:14,TAKEOUT,COMPLETED,MOBILE_PAY,86.25,0.0,7.12,0.0,0.0,-93.37,,
ORD-000058,CUST-19970,LOC-019,2025-03-30,17:59:16,2025-03-30 17:59:16,DELIVERY,COMPLETED,CREDIT_CARD,304.88,20.0,23.5,42.73,4.99,356.1,PROMO-004,
ORD-000059,CUST-20203,LOC-006,2025-01-23,10:47:27,2025-01-23 10:47:27,DINE_IN,COMPLETED,CASH,245.72,0.0,20.27,61.43,0.0,327.42,,7.0
ORD-000060,CUST-26826,LOC-017,2025-05-22,09:04:37,2025-05-22 09:04:37,DINE_IN,COMPLETED,CASH,124.97,0.0,10.31,18.75,0.0,-154.03,,21.0
ORD-000061,CUST-17230,LOC-020,2025-06-13,22:42:29,2025-06-13 22:42:29,DINE_IN,COMPLETED,MOBILE_PAY,181.75,0.0,14.99,27.26,0.0,224.0,,2.0
ORD-000062,CUST-31412,LOC-016,2025-04-30,12:55:39,2025-04-30 12:55:39,DELIVERY,COMPLETED,CREDIT_CARD,177.47,6.5,14.11,30.77,4.99,220.84,PROMO-006,
ORD-000063,CUST-15150,LOC-001,2025-11-12,08:23:02,2025-11-12 08:23:02,DELIVERY,REFUNDED,DEBIT_CARD,87.47,0.0,7.22,0.0,4.99,-99.68,,
ORD-000064,CUST-22811,LOC-017,2025-06-02,11:33:22,2025-06-02 11:33:22,DINE_IN,COMPLETED,CREDIT_CARD,311.99,20.0,24.09,43.8,0.0,359.88,PROMO-004,
ORD-000065,CUST-49596,LOC-011,2025-05-04,19:03:14,2025-05-04 19:03:14,DINE_IN,COMPLETED,CREDIT_CARD,405.94,25.0,31.43,68.57,0.0,480.94,PROMO-003,
ORD-000066,CUST-05169,LOC-017,2025-08-01,11:00:43,2025-08-01 11:00:43,DINE_IN,COMPLETED,GIFT_CARD,305.41,0.0,25.2,30.54,0.0,-361.15,,
ORD-000067,CUST-05973,LOC-008,2025-03-09,13:57:02,2025-03-09 13:57:02,DINE_IN,COMPLETED,MOBILE_PAY,177.25,40.0,11.32,24.7,0.0,173.27,PROMO-009,11.0
ORD-000068,CUST-05331,LOC-019,2025-11-04,17:24:09,2025-11-04 17:24:09,DELIVERY,COMPLETED,CREDIT_CARD,193.43,0.0,15.96,19.34,4.99,233.72,,
ORD-000069,CUST-16702,LOC-006,2025-02-07,21:51:47,2025-02-07 21:51:47,DINE_IN,COMPLETED,CREDIT_CARD,168.92,15.0,12.7,15.39,0.0,-182.01,PROMO-002,34.0
ORD-000070,CUST-47652,LOC-007,2025-12-27,07:04:45,2025-12-27 07:04:45,DRIVE_THRU,COMPLETED,CASH,237.98,0.0,19.63,0.0,0.0,257.61,,
ORD-000071,CUST-34962,LOC-010,2025-10-25,13:33:51,2025-10-25 13:33:51,DINE_IN,COMPLETED,CREDIT_CARD,425.44,0.0,35.1,42.54,0.0,503.08,,30.0
ORD-000072,CUST-21358,LOC-016,2025-04-01,23:17:10,2025-04-01 23:17:10,TAKEOUT,COMPLETED,DEBIT_CARD,178.91,12.0,13.77,0.0,0.0,-180.68,PROMO-008,
ORD-000073,CUST-19352,LOC-013,2025-01-03,10:36:57,2025-01-03 10:36:57,DINE_IN,CANCELLED,DEBIT_CARD,249.43,0.0,20.58,0.0,0.0,270.01,,19.0
ORD-000074,CUST-40431,LOC-015,2025-11-08,10:11:19,2025-11-08 10:11:19,DINE_IN,COMPLETED,CREDIT_CARD,305.43,20.0,23.55,71.36,0.0,380.34,PROMO-010,26.0
ORD-000075,CUST-09002,LOC-005,2025-09-28,09:13:59,2025-09-28 09:13:59,DELIVERY,COMPLETED,CREDIT_CARD,228.94,0.0,18.89,34.34,4.99,-287.16,,
ORD-000076,CUST-49489,LOC-005,2025-10-07,13:49:30,2025-10-07 13:49:30,TAKEOUT,COMPLETED,CREDIT_CARD,193.23,0.0,15.94,0.0,0.0,209.17,,
ORD-000077,CUST-23545,LOC-013,2025-10-24,12:38:17,2025-10-24 12:38:17,TAKEOUT,PENDING,CREDIT_CARD,191.97,0.0,15.84,0.0,0.0,207.81,,
ORD-000078,CUST-38490,LOC-002,2025-02-06,18:48:28,2025-02-06 18:48:28,DRIVE_THRU,COMPLETED,CREDIT_CARD,289.2,0.0,23.86,0.0,0.0,-313.06,,
ORD-000079,CUST-47073,LOC-020,2025-06-03,15:13:54,2025-06-03 15:13:54,TAKEOUT,COMPLETED,MOBILE_PAY,133.98,0.0,11.05,0.0,0.0,145.03,,
ORD-000080,CUST-19458,LOC-002,2025-02-27,16:43:18,2025-02-27 16:43:18,TAKEOUT,COMPLETED,CREDIT_CARD,211.42,0.0,17.44,0.0,0.0,228.86,,
ORD-000081,CUST-20532,LOC-002,2025-11-22,14:08:22,2025-11-22 14:08:22,DINE_IN,COMPLETED,CREDIT_CARD,170.96,0.0,14.1,30.77,0.0,-215.83,,38.0
ORD-000082,CUST-11982,LOC-018,2025-08-28,22:03:42,2025-08-28 22:03:42,DELIVERY,COMPLETED,DEBIT_CARD,328.89,8.0,26.47,32.09,4.99,384.44,PROMO-005,
ORD-000083,CUST-27168,LOC-012,2025-05-24,14:41:51,2025-05-24 14:41:51,DRIVE_THRU,COMPLETED,CREDIT_CARD,143.99,0.0,11.88,0.0,0.0,155.87,,
ORD-000084,CUST-13839,LOC-009,2025-02-01,09:18:58,2025-02-01 09:18:58,DINE_IN,COMPLETED,MOBILE_PAY,225.94,0.0,18.64,45.19,0.0,-289.77,,4.0
ORD-000085,CUST-37325,LOC-007,2025-05-16,12:22:14,2025-05-16 12:22:14,DINE_IN,COMPLETED,CREDIT_CARD,70.97,0.0,5.86,10.65,0.0,87.48,,34.0
ORD-000086,CUST-00947,LOC-009,2025-05-22,18:45:26,2025-05-22 18:45:26,TAKEOUT,COMPLETED,CASH,301.48,0.0,24.87,0.0,0.0,326.35,,
ORD-000087,CUST-36545,LOC-001,2025-10-08,17:28:58,2025-10-08 17:28:58,DELIVERY,COMPLETED,CREDIT_CARD,391.0,0.0,32.26,39.1,4.99,-467.35,,
ORD-000088,CUST-43951,LOC-003,2025-09-01,17:08:53,2025-09-01 17:08:53,DINE_IN,COMPLETED,DEBIT_CARD,237.92,40.0,16.33,35.63,0.0,249.88,PROMO-009,40.0
ORD-000089,CUST-11704,LOC-012,2025-11-29,20:24:39,2025-11-29 20:24:39,DINE_IN,COMPLETED,GIFT_CARD,192.45,0.0,15.88,28.87,0.0,237.2,,19.0
ORD-000090,CUST-07529,LOC-020,2025-07-10,13:16:30,2025-07-10 13:16:30,TAKEOUT,COMPLETED,MOBILE_PAY,216.74,15.0,16.64,0.0,0.0,-218.38,PROMO-001,
ORD-000091,CUST-29758,LOC-005,2025-03-01,07:05:01,2025-03-01 07:05:01,DINE_IN,COMPLETED,DEBIT_CARD,232.99,25.0,17.16,31.2,0.0,256.35,PROMO-011,39.0
ORD-000092,CUST-45086,LOC-016,2025-10-01,22:35:34,2025-10-01 22:35:34,DELIVERY,COMPLETED,CREDIT_CARD,140.47,6.5,11.05,20.1,4.99,170.11,PROMO-006,
ORD-000093,,LOC-004,2025-10-20,13:50:03,2025-10-20 13:50:03,DINE_IN,COMPLETED,DEBIT_CARD,273.97,0.0,22.6,41.1,0.0,-337.67,,1.0
ORD-000094,CUST-47296,LOC-011,2025-08-08,10:11:46,2025-08-08 10:11:46,TAKEOUT,COMPLETED,CREDIT_CARD,72.98,14.6,4.82,0.0,0.0,63.2,PROMO-001,
ORD-000095,CUST-39203,LOC-001,2025-10-24,15:23:17,2025-10-24 15:23:17,TAKEOUT,COMPLETED,CREDIT_CARD,229.46,8.0,18.27,0.0,0.0,239.73,PROMO-005,
ORD-000096,CUST-13789,LOC-006,2025-07-17,16:44:23,2025-07-17 16:44:23,DINE_IN,COMPLETED,DEBIT_CARD,325.46,0.0,26.85,58.58,0.0,-410.89,,
ORD-000097,CUST-48036,LOC-006,2025-07-26,15:57:25,2025-07-26 15:57:25,DELIVERY,COMPLETED,CREDIT_CARD,225.96,20.0,16.99,20.6,4.99,248.54,PROMO-004,
ORD-000098,CUST-14275,LOC-008,2025-06-26,21:26:40,2025-06-26 21:26:40,TAKEOUT,CANCELLED,CREDIT_CARD,150.5,8.0,11.76,0.0,0.0,154.26,PROMO-005,
ORD-000099,CUST-48618,LOC-013,2025-01-13,12:14:48,2025-01-13 12:14:48,DRIVE_THRU,COMPLETED,DEBIT_CARD,567.43,0.0,46.81,0.0,0.0,-614.24,,
ORD-000100,CUST-25122,LOC-012,2025-02-23,08:01:15,2025-02-23 08:01:15,DELIVERY,COMPLETED,CREDIT_CARD,210.24,0.0,17.34,37.84,4.99,270.41,,
ORD-000101,CUST-20644,LOC-004,2025-01-16,20:52:29,2025-01-16 20:52:29,DRIVE_THRU,COMPLETED,DEBIT_CARD,181.97,0.0,15.01,0.0,0.0,196.98,,
ORD-000102,,LOC-006,2025-08-31,11:55:24,2025-08-31 11:55:24,DINE_IN,COMPLETED,DEBIT_CARD,138.98,0.0,11.47,25.02,0.0,-175.47,,40.0
ORD-000103,CUST-05236,LOC-016,2025-05-17,18:59:48,2025-05-17 18:59:48,DINE_IN,COMPLETED,MOBILE_PAY,214.96,0.0,17.73,32.24,0.0,264.93,,1.0
ORD-000104,CUST-37104,LOC-016,2025-07-21,11:32:20,2025-07-21 11:32:20,DINE_IN,COMPLETED,CREDIT_CARD,259.93,8.0,20.78,37.79,0.0,310.5,PROMO-005,23.0
ORD-000105,CUST-29666,LOC-018,2025-12-05,19:47:38,2025-12-05 19:47:38,TAKEOUT,COMPLETED,CREDIT_CARD,248.4,15.0,19.26,0.0,0.0,-252.66,PROMO-012,
ORD-000106,CUST-18189,LOC-001,2025-04-21,20:02:58,2025-04-21 20:02:58,TAKEOUT,COMPLETED,CASH,333.92,10.0,26.72,0.0,0.0,350.64,PROMO-007,
ORD-000107,CUST-38985,LOC-013,2025-06-20,10:48:20,2025-06-20 10:48:20,DINE_IN,COMPLETED,MOBILE_PAY,352.91,0.0,29.12,35.29,0.0,417.32,,8.0
ORD-000108,CUST-43628,LOC-002,2025-10-18,10:54:01,2025-10-18 10:54:01,TAKEOUT,COMPLETED,CREDIT_CARD,280.23,25.0,21.06,0.0,0.0,-276.29,PROMO-011,
ORD-000109,CUST-25441,LOC-017,2025-04-13,20:42:57,2025-04-13 20:42:57,TAKEOUT,COMPLETED,CREDIT_CARD,207.96,0.0,17.16,0.0,0.0,225.12,,
ORD-000110,CUST-36462,LOC-012,2025-02-08,18:12:00,2025-02-08 18:12:00,DINE_IN,COMPLETED,CREDIT_CARD,167.93,20.0,12.2,22.19,0.0,182.32,PROMO-010,33.0
ORD-000111,CUST-41453,LOC-006,2025-05-07,08:00:47,2025-05-07 08:00:47,DINE_IN,COMPLETED,DEBIT_CARD,175.49,25.0,12.42,15.05,0.0,-177.96,PROMO-011,16.0
ORD-000112,CUST-16381,LOC-011,2025-03-17,11:54:41,2025-03-17 11:54:41,DINE_IN,COMPLETED,DEBIT_CARD,208.96,0.0,17.24,37.61,0.0,263.81,,
ORD-000113,CUST-01125,LOC-015,2025-12-11,13:28:14,2025-12-11 13:28:14,DRIVE_THRU,COMPLETED,CREDIT_CARD,97.97,0.0,8.08,0.0,0.0,106.05,,
ORD-000114,CUST-27785,LOC-016,2025-11-06,19:17:52,2025-11-06 19:17:52,DINE_IN,CANCELLED,CREDIT_CARD,159.5,0.0,13.16,0.0,0.0,-172.66,,38.0
ORD-000115,CUST-12427,LOC-020,2025-08-30,11:11:45,2025-08-30 11:11:45,TAKEOUT,COMPLETED,MOBILE_PAY,202.47,0.0,16.7,0.0,0.0,219.17,,
ORD-000116,CUST-07207,LOC-019,2025-11-24,18:20:05,2025-11-24 18:20:05,TAKEOUT,COMPLETED,CREDIT_CARD,284.45,0.0,23.47,0.0,0.0,307.92,,
ORD-000117,CUST-04957,LOC-017,2025-11-05,09:18:40,2025-11-05 09:18:40,DELIVERY,COMPLETED,CREDIT_CARD,244.18,0.0,20.14,43.95,4.99,-313.26,,
ORD-000118,CUST-18447,LOC-001,2025-03-27,13:32:52,2025-03-27 13:32:52,TAKEOUT,COMPLETED,MOBILE_PAY,295.49,0.0,24.38,0.0,0.0,319.87,,
ORD-000119,CUST-14914,LOC-005,2025-11-30,18:53:20,2025-11-30 18:53:20,DELIVERY,COMPLETED,CREDIT_CARD,233.96,0.0,19.3,42.11,4.99,300.36,,
ORD-000120,CUST-03965,LOC-020,2025-08-01,09:39:50,2025-08-01 09:39:50,DINE_IN,CANCELLED,CREDIT_CARD,224.95,12.0,17.57,0.0,0.0,-230.52,PROMO-008,7.0
ORD-000121,CUST-11815,LOC-015,2025-11-06,11:45:03,2025-11-06 11:45:03,TAKEOUT,COMPLETED,CREDIT_CARD,234.73,25.0,17.3,0.0,0.0,227.03,PROMO-003,
ORD-000122,CUST-03844,LOC-015,2025-12-01,18:53:48,2025-12-01 18:53:48,TAKEOUT,COMPLETED,DEBIT_CARD,121.97,0.0,10.06,0.0,0.0,132.03,,
ORD-000123,CUST-37318,LOC-005,2025-05-18,11:21:58,2025-05-18 11:21:58,DINE_IN,COMPLETED,CASH,209.72,0.0,17.3,20.97,0.0,-247.99,,13.0
ORD-000124,CUST-20519,LOC-020,2025-02-23,17:29:07,2025-02-23 17:29:07,DELIVERY,COMPLETED,MOBILE_PAY,86.23,10.0,6.29,15.25,4.99,102.76,PROMO-007,
ORD-000125,CUST-31855,LOC-004,2025-04-12,17:38:41,2025-04-12 17:38:41,TAKEOUT,COMPLETED,MOBILE_PAY,215.44,0.0,17.77,0.0,0.0,233.21,,
ORD-000126,CUST-46373,LOC-004,2025-06-25,14:32:11,2025-06-25 14:32:11,DINE_IN,COMPLETED,CREDIT_CARD,145.48,0.0,12.0,21.82,0.0,-179.3,,13.0
ORD-000127,CUST-24839,LOC-012,2025-11-09,11:04:24,2025-11-09 11:04:24,DINE_IN,COMPLETED,MOBILE_PAY,634.98,6.5,51.85,113.13,0.0,793.46,PROMO-006,10.0
ORD-000128,CUST-16313,LOC-003,2025-11-21,13:37:54,2025-11-21 13:37:54,DINE_IN,COMPLETED,CREDIT_CARD,279.42,0.0,23.05,50.3,0.0,352.77,,2.0
ORD-000129,CUST-47299,LOC-006,2025-01-04,17:16:50,2025-01-04 17:16:50,DELIVERY,COMPLETED,CREDIT_CARD,260.98,0.0,21.53,39.15,4.99,-326.65,,
ORD-000130,CUST-20965,LOC-002,2025-07-22,19:09:16,2025-07-22 19:09:16,DELIVERY,COMPLETED,DEBIT_CARD,202.48,0.0,16.7,36.45,4.99,260.62,,
ORD-000131,CUST-31901,LOC-009,2025-06-22,18:23:38,2025-06-22 18:23:38,DINE_IN,COMPLETED,CREDIT_CARD,101.5,0.0,8.37,18.27,0.0,128.14,,2.0
ORD-000132,CUST-27441,LOC-006,2025-04-11,16:18:02,2025-04-11 16:18:02,DINE_IN,COMPLETED,CREDIT_CARD,325.45,0.0,26.85,32.55,0.0,-384.85,,9.0
ORD-000133,CUST-09190,LOC-013,2025-03-01,11:47:06,2025-03-01 11:47:06,DINE_IN,COMPLETED,CREDIT_CARD,258.45,10.0,20.5,37.27,0.0,306.22,PROMO-007,3.0
ORD-000134,CUST-29868,LOC-005,2025-05-26,11:36:47,2025-05-26 11:36:47,DINE_IN,COMPLETED,CREDIT_CARD,89.5,10.0,6.56,14.31,0.0,100.37,PROMO-007,31.0
ORD-000135,CUST-45918,LOC-002,2025-12-14,19:30:39,2025-12-14 19:30:39,DELIVERY,PENDING,CREDIT_CARD,267.46,20.0,20.42,0.0,4.99,-272.87,PROMO-004,
ORD-000136,,LOC-019,2025-05-21,17:53:22,2025-05-21 17:53:22,TAKEOUT,COMPLETED,CREDIT_CARD,304.49,0.0,25.12,0.0,0.0,329.61,,
ORD-000137,CUST-09788,LOC-015,2025-07-25,12:46:02,2025-07-25 12:46:02,TAKEOUT,COMPLETED,CASH,125.44,10.0,9.52,0.0,0.0,124.96,PROMO-007,
ORD-000138,CUST-16781,LOC-008,2025-09-27,21:00:33,2025-09-27 21:00:33,TAKEOUT,COMPLETED,MOBILE_PAY,145.99,20.0,10.39,0.0,0.0,-136.38,PROMO-010,
ORD-000139,CUST-17371,LOC-007,2025-06-05,19:45:02,2025-06-05 19:45:02,TAKEOUT,COMPLETED,CREDIT_CARD,193.73,0.0,15.98,0.0,0.0,209.71,,
