domain,pattern,anomaly_type,entity_id,date,description,score_or_metric
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-017,2026-01-02,Location LOC-017 average rating plunged to 2.00 on 2026-01-02 (Z-Score: -3.92),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-006,2025-02-20,Location LOC-006 average rating plunged to 1.71 on 2025-02-20 (Z-Score: -3.78),1.7142857142857142
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-012,2025-01-13,Location LOC-012 average rating plunged to 2.21 on 2025-01-13 (Z-Score: -3.78),2.2142857142857144
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-10-13,Location LOC-003 average rating plunged to 1.67 on 2025-10-13 (Z-Score: -3.72),1.6666666666666667
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-006,2025-11-26,Location LOC-006 average rating plunged to 1.75 on 2025-11-26 (Z-Score: -3.71),1.75
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-03-05,Location LOC-005 average rating plunged to 2.00 on 2025-03-05 (Z-Score: -3.57),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-01-01,Location LOC-005 average rating plunged to 2.00 on 2025-01-01 (Z-Score: -3.57),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-03-13,Location LOC-005 average rating plunged to 2.00 on 2025-03-13 (Z-Score: -3.57),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-013,2025-03-04,Location LOC-013 average rating plunged to 2.10 on 2025-03-04 (Z-Score: -3.57),2.1
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-10-20,Location LOC-011 average rating plunged to 2.00 on 2025-10-20 (Z-Score: -3.56),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-009,2025-03-05,Location LOC-009 average rating plunged to 2.00 on 2025-03-05 (Z-Score: -3.44),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-002,2025-09-25,Location LOC-002 average rating plunged to 2.17 on 2025-09-25 (Z-Score: -3.41),2.1666666666666665
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-007,2025-02-12,Location LOC-007 average rating plunged to 1.00 on 2025-02-12 (Z-Score: -3.39),1.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-007,2025-04-24,Location LOC-007 average rating plunged to 1.00 on 2025-04-24 (Z-Score: -3.39),1.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-007,2025-02-26,Location LOC-007 average rating plunged to 1.00 on 2025-02-26 (Z-Score: -3.39),1.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-010,2025-09-24,Location LOC-010 average rating plunged to 2.33 on 2025-09-24 (Z-Score: -3.38),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-017,2025-01-01,Location LOC-017 average rating plunged to 2.25 on 2025-01-01 (Z-Score: -3.32),2.25
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-014,2025-04-17,Location LOC-014 average rating plunged to 2.00 on 2025-04-17 (Z-Score: -3.31),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-006,2025-01-01,Location LOC-006 average rating plunged to 2.00 on 2025-01-01 (Z-Score: -3.21),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-006,2025-01-09,Location LOC-006 average rating plunged to 2.00 on 2025-01-09 (Z-Score: -3.21),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-020,2025-09-08,Location LOC-020 average rating plunged to 2.12 on 2025-09-08 (Z-Score: -3.21),2.125
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-02-24,Location LOC-005 average rating plunged to 2.17 on 2025-02-24 (Z-Score: -3.21),2.1666666666666665
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-015,2025-03-21,Location LOC-015 average rating plunged to 2.00 on 2025-03-21 (Z-Score: -3.15),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-013,2025-04-16,Location LOC-013 average rating plunged to 2.29 on 2025-04-16 (Z-Score: -3.13),2.2857142857142856
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-001,2025-01-24,Location LOC-001 average rating plunged to 2.47 on 2025-01-24 (Z-Score: -3.11),2.4705882352941178
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-08-20,Location LOC-003 average rating plunged to 2.00 on 2025-08-20 (Z-Score: -3.08),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-02-16,Location LOC-003 average rating plunged to 2.00 on 2025-02-16 (Z-Score: -3.08),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-01-01,Location LOC-003 average rating plunged to 2.00 on 2025-01-01 (Z-Score: -3.08),2.0
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-008,2025-06-04,Location LOC-008 average rating plunged to 2.27 on 2025-06-04 (Z-Score: -3.06),2.272727272727273
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-001,2025-01-02,Location LOC-001 average rating plunged to 2.50 on 2025-01-02 (Z-Score: -3.03),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-002,2025-01-16,Location LOC-002 average rating plunged to 2.33 on 2025-01-16 (Z-Score: -3.01),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-009,2025-06-19,Location LOC-009 average rating plunged to 2.20 on 2025-06-19 (Z-Score: -3.01),2.2
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-018,2025-05-08,Location LOC-018 average rating plunged to 2.14 on 2025-05-08 (Z-Score: -3.00),2.142857142857143
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-04-29,Location LOC-011 average rating plunged to 2.25 on 2025-04-29 (Z-Score: -2.99),2.25
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-04-17,Location LOC-011 average rating plunged to 2.25 on 2025-04-17 (Z-Score: -2.99),2.25
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-013,2025-01-22,Location LOC-013 average rating plunged to 2.36 on 2025-01-22 (Z-Score: -2.95),2.3636363636363638
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-001,2025-04-02,Location LOC-001 average rating plunged to 2.55 on 2025-04-02 (Z-Score: -2.90),2.5454545454545454
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-009,2025-02-19,Location LOC-009 average rating plunged to 2.25 on 2025-02-19 (Z-Score: -2.90),2.25
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-016,2025-01-22,Location LOC-016 average rating plunged to 2.43 on 2025-01-22 (Z-Score: -2.90),2.4285714285714284
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-018,2025-08-21,Location LOC-018 average rating plunged to 2.20 on 2025-08-21 (Z-Score: -2.88),2.2
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-020,2025-11-04,Location LOC-020 average rating plunged to 2.29 on 2025-11-04 (Z-Score: -2.87),2.2857142857142856
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-008,2025-09-22,Location LOC-008 average rating plunged to 2.38 on 2025-09-22 (Z-Score: -2.81),2.3846153846153846
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-010,2025-11-14,Location LOC-010 average rating plunged to 2.56 on 2025-11-14 (Z-Score: -2.81),2.5555555555555554
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-010,2025-09-26,Location LOC-010 average rating plunged to 2.56 on 2025-09-26 (Z-Score: -2.81),2.5555555555555554
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-02-13,Location LOC-003 average rating plunged to 2.14 on 2025-02-13 (Z-Score: -2.80),2.142857142857143
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-014,2025-05-14,Location LOC-014 average rating plunged to 2.25 on 2025-05-14 (Z-Score: -2.79),2.25
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-05-20,Location LOC-005 average rating plunged to 2.36 on 2025-05-20 (Z-Score: -2.79),2.357142857142857
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-017,2025-03-09,Location LOC-017 average rating plunged to 2.47 on 2025-03-09 (Z-Score: -2.79),2.4705882352941178
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-004,2025-05-21,Location LOC-004 average rating plunged to 2.50 on 2025-05-21 (Z-Score: -2.77),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-020,2025-01-23,Location LOC-020 average rating plunged to 2.33 on 2025-01-23 (Z-Score: -2.77),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-020,2025-01-18,Location LOC-020 average rating plunged to 2.33 on 2025-01-18 (Z-Score: -2.77),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-019,2025-05-05,Location LOC-019 average rating plunged to 2.10 on 2025-05-05 (Z-Score: -2.76),2.1
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-015,2025-02-26,Location LOC-015 average rating plunged to 2.20 on 2025-02-26 (Z-Score: -2.74),2.2
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-019,2025-05-10,Location LOC-019 average rating plunged to 2.11 on 2025-05-10 (Z-Score: -2.74),2.111111111111111
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-012,2025-09-10,Location LOC-012 average rating plunged to 2.60 on 2025-09-10 (Z-Score: -2.73),2.6
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-007,2025-03-06,Location LOC-007 average rating plunged to 1.50 on 2025-03-06 (Z-Score: -2.73),1.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-007,2025-09-17,Location LOC-007 average rating plunged to 1.50 on 2025-09-17 (Z-Score: -2.73),1.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-016,2025-05-03,Location LOC-016 average rating plunged to 2.50 on 2025-05-03 (Z-Score: -2.72),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-017,2025-09-04,Location LOC-017 average rating plunged to 2.50 on 2025-09-04 (Z-Score: -2.71),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-10-29,Location LOC-011 average rating plunged to 2.38 on 2025-10-29 (Z-Score: -2.71),2.375
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-008,2025-02-19,Location LOC-008 average rating plunged to 2.43 on 2025-02-19 (Z-Score: -2.71),2.4285714285714284
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-008,2025-09-13,Location LOC-008 average rating plunged to 2.43 on 2025-09-13 (Z-Score: -2.71),2.4285714285714284
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-02-19,Location LOC-003 average rating plunged to 2.20 on 2025-02-19 (Z-Score: -2.69),2.2
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-010,2025-02-25,Location LOC-010 average rating plunged to 2.62 on 2025-02-25 (Z-Score: -2.63),2.625
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-013,2025-09-11,Location LOC-013 average rating plunged to 2.50 on 2025-09-11 (Z-Score: -2.63),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-014,2025-02-03,Location LOC-014 average rating plunged to 2.33 on 2025-02-03 (Z-Score: -2.62),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-017,2025-10-25,Location LOC-017 average rating plunged to 2.54 on 2025-10-25 (Z-Score: -2.62),2.5384615384615383
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-018,2025-04-23,Location LOC-018 average rating plunged to 2.33 on 2025-04-23 (Z-Score: -2.62),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-018,2025-05-23,Location LOC-018 average rating plunged to 2.33 on 2025-05-23 (Z-Score: -2.62),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-002,2025-04-14,Location LOC-002 average rating plunged to 2.50 on 2025-04-14 (Z-Score: -2.61),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-003,2025-04-02,Location LOC-003 average rating plunged to 2.25 on 2025-04-02 (Z-Score: -2.60),2.25
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-04-07,Location LOC-005 average rating plunged to 2.44 on 2025-04-07 (Z-Score: -2.59),2.4444444444444446
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-04-24,Location LOC-011 average rating plunged to 2.43 on 2025-04-24 (Z-Score: -2.59),2.4285714285714284
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-05-21,Location LOC-011 average rating plunged to 2.43 on 2025-05-21 (Z-Score: -2.59),2.4285714285714284
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-001,2025-12-10,Location LOC-001 average rating plunged to 2.67 on 2025-12-10 (Z-Score: -2.58),2.6666666666666665
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-019,2025-10-10,Location LOC-019 average rating plunged to 2.20 on 2025-10-10 (Z-Score: -2.57),2.2
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-019,2025-05-08,Location LOC-019 average rating plunged to 2.20 on 2025-05-08 (Z-Score: -2.57),2.2
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-04-13,Location LOC-005 average rating plunged to 2.46 on 2025-04-13 (Z-Score: -2.56),2.4615384615384617
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-011,2025-09-22,Location LOC-011 average rating plunged to 2.44 on 2025-09-22 (Z-Score: -2.55),2.4444444444444446
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-006,2025-10-19,Location LOC-006 average rating plunged to 2.33 on 2025-10-19 (Z-Score: -2.55),2.3333333333333335
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-008,2025-01-23,Location LOC-008 average rating plunged to 2.50 on 2025-01-23 (Z-Score: -2.55),2.5
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-013,2025-09-03,Location LOC-013 average rating plunged to 2.54 on 2025-09-03 (Z-Score: -2.54),2.5384615384615383
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-005,2025-12-20,Location LOC-005 average rating plunged to 2.47 on 2025-12-20 (Z-Score: -2.53),2.473684210526316
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-004,2025-01-17,Location LOC-004 average rating plunged to 2.60 on 2025-01-17 (Z-Score: -2.53),2.6
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-010,2025-03-20,Location LOC-010 average rating plunged to 2.67 on 2025-03-20 (Z-Score: -2.52),2.6666666666666665
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-010,2025-04-03,Location LOC-010 average rating plunged to 2.67 on 2025-04-03 (Z-Score: -2.52),2.6666666666666665
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-009,2025-02-25,Location LOC-009 average rating plunged to 2.43 on 2025-02-25 (Z-Score: -2.52),2.4285714285714284
Ratings,sudden_rating_drops,Sudden Rating Drop,LOC-002,2025-02-25,Location LOC-002 average rating plunged to 2.55 on 2025-02-25 (Z-Score: -2.51),2.5454545454545454
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-10-26,Customer CUST-34602 submitted duplicate rating 5 for item ITEM-098 on 2025-10-26,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-01-29,Customer CUST-05729 submitted duplicate rating 5 for item ITEM-143 on 2025-01-29,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-08-04,Customer CUST-08026 submitted duplicate rating 5 for item ITEM-123 on 2025-08-04,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-12-27,Customer CUST-48589 submitted duplicate rating 4 for item ITEM-108 on 2025-12-27,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-05-16,Customer CUST-08242 submitted duplicate rating 5 for item ITEM-002 on 2025-05-16,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-03-24,Customer CUST-48047 submitted duplicate rating 5 for item ITEM-088 on 2025-03-24,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-04-03,Customer CUST-20255 submitted duplicate rating 5 for item ITEM-108 on 2025-04-03,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-008,2025-09-01,Customer CUST-46367 submitted duplicate rating 1 for item ITEM-092 on 2025-09-01,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-011,2025-06-24,Customer CUST-04292 submitted duplicate rating 5 for item ITEM-100 on 2025-06-24,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-011,2025-01-06,Customer CUST-17838 submitted duplicate rating 4 for item ITEM-142 on 2025-01-06,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-006,2025-11-14,Customer CUST-48915 submitted duplicate rating 4 for item ITEM-080 on 2025-11-14,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-006,2025-09-23,Customer CUST-17492 submitted duplicate rating 5 for item ITEM-144 on 2025-09-23,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-03-11,Customer CUST-28360 submitted duplicate rating 1 for item ITEM-042 on 2025-03-11,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-03-21,Customer CUST-25148 submitted duplicate rating 5 for item ITEM-041 on 2025-03-21,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-05-16,Customer CUST-02030 submitted duplicate rating 5 for item ITEM-141 on 2025-05-16,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-12-30,Customer CUST-36204 submitted duplicate rating 1 for item ITEM-082 on 2025-12-30,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-09-08,Customer CUST-42203 submitted duplicate rating 4 for item ITEM-025 on 2025-09-08,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-011,2025-08-29,Customer CUST-24175 submitted duplicate rating 4 for item ITEM-027 on 2025-08-29,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-03-04,Customer CUST-16602 submitted duplicate rating 4 for item ITEM-031 on 2025-03-04,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-008,2025-06-17,Customer CUST-44317 submitted duplicate rating 4 for item ITEM-028 on 2025-06-17,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-08-28,Customer CUST-28965 submitted duplicate rating 1 for item ITEM-046 on 2025-08-28,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-08-27,Customer CUST-36783 submitted duplicate rating 5 for item ITEM-140 on 2025-08-27,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-06-23,Customer CUST-15640 submitted duplicate rating 5 for item ITEM-125 on 2025-06-23,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-05-07,Customer CUST-32413 submitted duplicate rating 4 for item ITEM-052 on 2025-05-07,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-11-27,Customer nan submitted duplicate rating 5 for item ITEM-097 on 2025-11-27,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-04-22,Customer CUST-13744 submitted duplicate rating 1 for item ITEM-130 on 2025-04-22,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-11-15,Customer CUST-16696 submitted duplicate rating 5 for item ITEM-137 on 2025-11-15,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-03-25,Customer CUST-40078 submitted duplicate rating 1 for item ITEM-064 on 2025-03-25,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-08-31,Customer CUST-12003 submitted duplicate rating 5 for item ITEM-033 on 2025-08-31,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-07-10,Customer CUST-48282 submitted duplicate rating 5 for item ITEM-112 on 2025-07-10,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-006,2025-01-21,Customer CUST-06670 submitted duplicate rating 5 for item ITEM-125 on 2025-01-21,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-10-04,Customer CUST-12028 submitted duplicate rating 1 for item ITEM-027 on 2025-10-04,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-10-22,Customer CUST-18699 submitted duplicate rating 1 for item ITEM-109 on 2025-10-22,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-11-11,Customer CUST-25940 submitted duplicate rating 1 for item ITEM-069 on 2025-11-11,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-10-18,Customer CUST-28912 submitted duplicate rating 5 for item ITEM-043 on 2025-10-18,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-03-28,Customer CUST-25458 submitted duplicate rating 5 for item ITEM-037 on 2025-03-28,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-03-16,Customer CUST-02785 submitted duplicate rating 5 for item ITEM-093 on 2025-03-16,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-10-31,Customer CUST-17469 submitted duplicate rating 5 for item ITEM-113 on 2025-10-31,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-01-01,Customer CUST-43814 submitted duplicate rating 5 for item ITEM-126 on 2025-01-01,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-01-22,Customer CUST-16097 submitted duplicate rating 1 for item ITEM-007 on 2025-01-22,1.0
