order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number
ORD-000122,CUST-03844,LOC-015,2025-02-31,18:53:48,2025-12-01 18:53:48,TAKEOUT,COMPLETED,DEBIT_CARD,121.97,0.0,10.06,0.0,0.0,132.03,,0
ORD-000123,CUST-37318,LOC-005,2025-02-31,11:21:58,2025-05-18 11:21:58,DINE_IN,COMPLETED,CASH,209.72,0.0,17.3,20.97,0.0,247.99,,13
ORD-000124,CUST-20519,LOC-020,2025-02-31,17:29:07,2025-02-23 17:29:07,DELIVERY,COMPLETED,MOBILE_PAY,86.23,10.0,6.29,15.25,4.99,102.76,PROMO-007,0
ORD-000125,CUST-31855,LOC-004,2025-02-31,17:38:41,2025-04-12 17:38:41,TAKEOUT,COMPLETED,MOBILE_PAY,215.44,0.0,17.77,0.0,0.0,233.21,,0
ORD-000126,CUST-46373,LOC-004,2025-06-25,14:32:11,2025-06-25 14:32:11,DINE_IN,COMPLETED,CREDIT_CARD,145.48,0.0,12.0,21.82,0.0,179.3,,13
ORD-000127,CUST-24839,LOC-012,2025-11-09,11:04:24,2025-11-09 11:04:24,DINE_IN,COMPLETED,MOBILE_PAY,634.98,6.5,51.85,113.13,0.0,793.46,PROMO-006,10
ORD-000128,CUST-16313,LOC-003,2025-11-21,13:37:54,2025-11-21 13:37:54,DINE_IN,COMPLETED,CREDIT_CARD,279.42,0.0,23.05,50.3,0.0,352.77,,2
ORD-000129,CUST-47299,LOC-006,2025-01-04,17:16:50,2025-01-04 17:16:50,DELIVERY,COMPLETED,CREDIT_CARD,260.98,0.0,21.53,39.15,4.99,326.65,,0
ORD-000130,CUST-20965,LOC-002,2025-07-22,19:09:16,2025-07-22 19:09:16,DELIVERY,COMPLETED,DEBIT_CARD,202.48,0.0,16.7,36.45,4.99,260.62,,0
ORD-000131,CUST-31901,LOC-009,2025-06-22,18:23:38,2025-06-22 18:23:38,DINE_IN,COMPLETED,CREDIT_CARD,101.5,0.0,8.37,18.27,0.0,128.14,,2
ORD-000132,CUST-27441,LOC-006,2025-04-11,16:18:02,2025-04-11 16:18:02,DINE_IN,COMPLETED,CREDIT_CARD,325.45,0.0,26.85,32.55,0.0,384.85,,9
ORD-000133,CUST-09190,LOC-013,2025-03-01,11:47:06,2025-03-01 11:47:06,DINE_IN,COMPLETED,CREDIT_CARD,258.45,10.0,20.5,37.27,0.0,306.22,PROMO-007,3
ORD-000134,CUST-29868,LOC-005,2025-05-26,11:36:47,2025-05-26 11:36:47,DINE_IN,COMPLETED,CREDIT_CARD,89.5,10.0,6.56,14.31,0.0,100.37,PROMO-007,31
ORD-000135,CUST-45918,LOC-002,2025-12-14,19:30:39,2025-12-14 19:30:39,DELIVERY,PENDING,CREDIT_CARD,267.46,20.0,20.42,0.0,4.99,272.87,PROMO-004,0
ORD-000136,CUST-GUEST,LOC-019,2025-05-21,17:53:22,2025-05-21 17:53:22,TAKEOUT,COMPLETED,CREDIT_CARD,304.49,0.0,25.12,0.0,0.0,329.61,,0
ORD-000137,CUST-09788,LOC-015,2025-07-25,12:46:02,2025-07-25 12:46:02,TAKEOUT,COMPLETED,CASH,125.44,10.0,9.52,0.0,0.0,124.96,PROMO-007,0
ORD-000138,CUST-16781,LOC-008,2025-09-27,21:00:33,2025-09-27 21:00:33,TAKEOUT,COMPLETED,MOBILE_PAY,145.99,20.0,10.39,0.0,0.0,136.38,PROMO-010,0
ORD-000139,CUST-17371,LOC-007,2025-06-05,19:45:02,2025-06-05 19:45:02,TAKEOUT,COMPLETED,CREDIT_CARD,193.73,0.0,15.98,0.0,0.0,209.71,,0
ORD-000140,CUST-29089,LOC-017,2025-12-23,17:36:07,2025-12-23 17:36:07,DINE_IN,COMPLETED,GIFT_CARD,212.99,20.0,15.92,34.74,0.0,243.65,PROMO-010,11
ORD-000141,CUST-37173,LOC-009,2025-12-20,12:10:43,2025-12-20 12:10:43,DELIVERY,COMPLETED,CREDIT_CARD,170.48,0.0,14.06,30.69,4.99,220.22,,0
ORD-000142,CUST-44095,LOC-004,2025-04-22,12:06:35,2025-04-22 12:06:35,TAKEOUT,COMPLETED,CREDIT_CARD,333.93,0.0,27.55,0.0,0.0,361.48,,0
ORD-000143,CUST-08831,LOC-015,2025-07-18,20:26:05,2025-07-18 20:26:05,DELIVERY,COMPLETED,CREDIT_CARD,191.74,0.0,15.82,28.76,4.99,241.31,,0
ORD-000144,CUST-12566,LOC-003,2025-05-11,13:35:41,2025-05-11 13:35:41,DELIVERY,COMPLETED,CREDIT_CARD,318.42,0.0,26.27,57.32,4.99,407.0,,0
ORD-000145,CUST-10090,LOC-005,2025-05-05,18:21:46,2025-05-05 18:21:46,DINE_IN,COMPLETED,CREDIT_CARD,278.97,15.0,21.78,47.51,0.0,333.26,PROMO-001,22
ORD-000146,CUST-23529,LOC-002,2025-01-19,20:42:14,2025-01-19 20:42:14,DRIVE_THRU,COMPLETED,CREDIT_CARD,135.95,0.0,11.22,0.0,0.0,147.17,,0
ORD-000147,CUST-39343,LOC-017,2025-08-23,13:59:23,2025-08-23 13:59:23,DELIVERY,COMPLETED,CREDIT_CARD,199.21,0.0,16.43,35.86,4.99,256.49,,0
ORD-000149,CUST-05522,LOC-016,2025-01-26,09:08:21,2025-01-26 09:08:21,DINE_IN,COMPLETED,CREDIT_CARD,214.99,0.0,17.74,38.7,0.0,271.43,,11
ORD-000150,CUST-11145,LOC-001,2025-05-03,17:42:57,2025-05-03 17:42:57,TAKEOUT,COMPLETED,CASH,140.5,0.0,11.59,0.0,0.0,152.09,,0
ORD-000151,CUST-20742,LOC-013,2025-12-05,11:42:58,2025-12-05 11:42:58,TAKEOUT,COMPLETED,CREDIT_CARD,171.49,0.0,14.15,0.0,0.0,185.64,,0
ORD-000152,CUST-28050,LOC-001,2025-04-18,17:18:53,2025-04-18 17:18:53,DINE_IN,COMPLETED,DEBIT_CARD,235.93,20.0,17.81,38.87,0.0,272.61,PROMO-004,0
ORD-000154,CUST-03524,LOC-017,2025-07-15,13:33:19,2025-07-15 13:33:19,DRIVE_THRU,COMPLETED,DEBIT_CARD,289.98,25.0,21.86,0.0,0.0,286.84,PROMO-011,0
ORD-000155,CUST-28679,LOC-017,2025-12-27,14:55:20,2025-12-27 14:55:20,DRIVE_THRU,COMPLETED,DEBIT_CARD,148.69,0.0,12.27,0.0,0.0,160.96,,0
ORD-000156,CUST-01008,LOC-016,2025-04-18,13:02:21,2025-04-18 13:02:21,TAKEOUT,COMPLETED,MOBILE_PAY,327.46,15.0,25.78,0.0,0.0,338.24,PROMO-012,0
ORD-000157,CUST-03436,LOC-007,2025-09-14,18:17:43,2025-09-14 18:17:43,TAKEOUT,COMPLETED,CREDIT_CARD,266.48,0.0,21.98,0.0,0.0,288.46,,0
ORD-000158,CUST-05687,LOC-008,2025-10-20,18:38:31,2025-10-20 18:38:31,DINE_IN,COMPLETED,CREDIT_CARD,156.97,0.0,12.95,23.55,0.0,193.47,,14
ORD-000159,CUST-24900,LOC-011,2025-04-17,18:39:25,2025-04-17 18:39:25,TAKEOUT,COMPLETED,DEBIT_CARD,179.18,0.0,14.78,0.0,0.0,193.96,,0
ORD-000160,CUST-31620,LOC-010,2025-10-07,17:04:12,2025-10-07 17:04:12,TAKEOUT,COMPLETED,GIFT_CARD,167.23,15.0,12.56,0.0,0.0,164.79,PROMO-012,0
ORD-000161,CUST-47068,LOC-005,2025-06-06,20:28:42,2025-06-06 20:28:42,DINE_IN,COMPLETED,CREDIT_CARD,338.72,0.0,27.94,50.81,0.0,417.47,,22
ORD-000162,CUST-21691,LOC-005,2025-08-30,16:06:35,2025-08-30 16:06:35,DELIVERY,COMPLETED,CREDIT_CARD,380.95,25.0,29.37,35.59,4.99,425.9,PROMO-003,0
ORD-000163,CUST-37979,LOC-012,2025-08-31,12:49:03,2025-08-31 12:49:03,DELIVERY,COMPLETED,CREDIT_CARD,288.46,0.0,23.8,51.92,4.99,369.17,,0
ORD-000164,CUST-20966,LOC-012,2025-07-30,09:44:02,2025-07-30 09:44:02,DELIVERY,COMPLETED,CREDIT_CARD,317.92,6.5,25.69,56.06,4.99,398.16,PROMO-006,0
