order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number,_quarantine_timestamp,_quarantine_rule_id,_quarantine_rule_name,_quarantine_reason
ORD-000211,CUST-46604,LOC-999,2025-08-03,19:45:04,2025-08-03 19:45:04,TAKEOUT,COMPLETED,CREDIT_CARD,142.24,0.0,11.73,0.0,0.0,153.97,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000212,CUST-07695,LOC-999,2025-09-22,12:47:10,2025-09-22 12:47:10,DINE_IN,COMPLETED,GIFT_CARD,682.91,0.0,56.34,102.44,0.0,841.69,,1.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000213,,LOC-999,2025-09-07,12:54:14,2025-09-07 12:54:14,TAKEOUT,COMPLETED,CREDIT_CARD,381.2,0.0,31.45,0.0,0.0,412.65,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000214,CUST-20304,LOC-999,2025-04-11,10:40:55,2025-04-11 10:40:55,DELIVERY,COMPLETED,MOBILE_PAY,290.91,12.0,23.01,50.2,4.99,357.11,PROMO-008,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000215,CUST-21987,LOC-999,2025-10-01,12:56:57,2025-10-01 12:56:57,TAKEOUT,COMPLETED,DEBIT_CARD,139.71,0.0,11.53,0.0,0.0,151.24,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000216,CUST-40805,LOC-999,2025-04-17,19:28:02,2025-04-17 19:28:02,TAKEOUT,COMPLETED,CREDIT_CARD,278.43,0.0,22.97,0.0,0.0,301.4,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000217,CUST-00350,LOC-999,2025-05-22,17:34:59,2025-05-22 17:34:59,TAKEOUT,COMPLETED,DEBIT_CARD,281.42,8.0,22.56,0.0,0.0,295.98,PROMO-005,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000218,CUST-46754,LOC-999,2025-10-14,17:27:11,2025-10-14 17:27:11,DINE_IN,COMPLETED,MOBILE_PAY,215.0,0.0,17.74,32.25,0.0,264.99,,40.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000219,CUST-41128,LOC-999,2025-09-06,11:06:36,2025-09-06 11:06:36,DELIVERY,COMPLETED,CASH,142.5,0.0,11.76,21.38,4.99,180.63,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000220,CUST-40508,LOC-999,2025-11-17,10:06:18,2025-11-17 10:06:18,DELIVERY,COMPLETED,CREDIT_CARD,52.98,13.24,3.28,7.15,4.99,55.16,PROMO-009,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000221,CUST-25236,LOC-999,2025-09-09,19:40:17,2025-09-09 19:40:17,DINE_IN,COMPLETED,MOBILE_PAY,191.99,20.0,14.19,30.96,0.0,217.14,PROMO-004,6.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000222,CUST-32104,LOC-999,2025-08-10,20:08:33,2025-08-10 20:08:33,DELIVERY,REFUNDED,DEBIT_CARD,306.94,20.0,23.67,0.0,4.99,315.6,PROMO-010,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000223,CUST-15366,LOC-999,2025-02-16,09:16:59,2025-02-16 09:16:59,DELIVERY,COMPLETED,DEBIT_CARD,254.92,0.0,21.03,38.24,4.99,319.18,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000224,CUST-46954,LOC-999,2025-06-06,14:04:17,2025-06-06 14:04:17,DINE_IN,COMPLETED,CREDIT_CARD,268.47,0.0,22.15,40.27,0.0,330.89,,17.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000225,CUST-10659,LOC-999,2025-04-27,13:00:43,2025-04-27 13:00:43,TAKEOUT,CANCELLED,CREDIT_CARD,267.42,12.0,21.07,0.0,0.0,276.49,PROMO-008,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000226,CUST-22653,LOC-999,2025-04-19,18:20:21,2025-04-19 18:20:21,TAKEOUT,COMPLETED,DEBIT_CARD,179.48,0.0,14.81,0.0,0.0,194.29,,,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000227,CUST-46414,LOC-999,2025-12-23,12:36:01,2025-12-23 12:36:01,DINE_IN,COMPLETED,CREDIT_CARD,224.93,6.5,18.02,43.69,0.0,280.14,PROMO-006,5.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000228,CUST-17915,LOC-999,2025-06-14,17:23:46,2025-06-14 17:23:46,DINE_IN,COMPLETED,DEBIT_CARD,240.98,0.0,19.88,36.15,0.0,297.01,,10.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000229,CUST-47514,LOC-999,2025-11-30,09:28:54,2025-11-30 09:28:54,DINE_IN,COMPLETED,MOBILE_PAY,224.45,0.0,18.52,40.4,0.0,283.37,,20.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
ORD-000230,CUST-46272,LOC-999,2025-08-30,19:33:49,2025-08-30 19:33:49,DINE_IN,COMPLETED,MOBILE_PAY,390.7,25.0,30.17,36.57,0.0,432.44,PROMO-003,13.0,2026-09-26T11:22:06.570614,RULE-10,invalid restaurant IDs,Location ID 'LOC-999' does not exist in master restaurants
