order_item_id,order_id,item_id,quantity,unit_price,subtotal,item_discount,item_total,_quarantine_timestamp,_quarantine_rule_id,_quarantine_rule_name,_quarantine_reason
LINE-0000297,ORD-000035,ITEM-134,1,8.5,8.5,0.0,8.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000298,ORD-000035,ITEM-011,1,18.0,18.0,0.0,18.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000299,ORD-000035,ITEM-001,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000300,ORD-000035,ITEM-006,1,19.5,19.5,0.0,19.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000301,ORD-000035,ITEM-112,3,11.0,33.0,0.0,33.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000302,ORD-000035,ITEM-055,1,26.5,26.5,0.0,26.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000303,ORD-000035,ITEM-084,1,13.99,13.99,0.0,13.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000304,ORD-000035,ITEM-142,1,5.25,5.25,0.0,5.25,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000305,ORD-000035,ITEM-086,1,19.5,19.5,0.0,19.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000353,ORD-000041,ITEM-112,1,11.0,11.0,0.0,11.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000354,ORD-000041,ITEM-014,1,11.0,11.0,0.0,11.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000355,ORD-000041,ITEM-001,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000356,ORD-000041,ITEM-081,2,16.0,32.0,0.0,32.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000357,ORD-000041,ITEM-044,1,21.0,21.0,0.0,21.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000358,ORD-000041,ITEM-142,2,5.25,10.5,0.0,10.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000359,ORD-000041,ITEM-002,1,14.5,14.5,0.0,14.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000360,ORD-000041,ITEM-028,1,15.5,15.5,0.0,15.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000361,ORD-000041,ITEM-108,1,9.99,9.99,0.0,9.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000362,ORD-000041,ITEM-122,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000363,ORD-000041,ITEM-003,1,9.5,9.5,0.0,9.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000568,ORD-000063,ITEM-116,2,9.5,19.0,0.0,19.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000569,ORD-000063,ITEM-001,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000570,ORD-000063,ITEM-027,1,16.5,16.5,0.0,16.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000571,ORD-000063,ITEM-078,1,16.5,16.5,0.0,16.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000572,ORD-000063,ITEM-004,2,6.99,13.98,0.0,13.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000573,ORD-000063,ITEM-145,1,6.0,6.0,0.0,6.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000574,ORD-000063,ITEM-121,1,6.5,6.5,0.0,6.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000677,ORD-000073,ITEM-117,1,15.0,15.0,0.0,15.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000678,ORD-000073,ITEM-117,2,15.0,30.0,0.0,30.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000679,ORD-000073,ITEM-127,1,8.5,8.5,0.0,8.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000680,ORD-000073,ITEM-056,1,35.0,35.0,0.0,35.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000681,ORD-000073,ITEM-031,1,15.99,15.99,0.0,15.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000682,ORD-000073,ITEM-136,1,3.99,3.99,0.0,3.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000683,ORD-000073,ITEM-112,1,11.0,11.0,0.0,11.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000684,ORD-000073,ITEM-026,1,11.99,11.99,0.0,11.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000685,ORD-000073,ITEM-059,2,28.0,56.0,0.0,56.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000686,ORD-000073,ITEM-105,1,26.0,26.0,0.0,26.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000687,ORD-000073,ITEM-001,4,8.99,35.96,0.0,35.96,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000907,ORD-000098,ITEM-071,2,22.0,44.0,0.0,44.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000908,ORD-000098,ITEM-138,3,3.5,10.5,0.0,10.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000909,ORD-000098,ITEM-041,2,20.0,40.0,0.0,40.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000910,ORD-000098,ITEM-117,2,15.0,30.0,0.0,30.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000911,ORD-000098,ITEM-127,1,8.5,8.5,0.0,8.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000912,ORD-000098,ITEM-099,1,17.5,17.5,0.0,17.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000941,ORD-000101,ITEM-004,1,6.99,6.99,0.0,6.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000942,ORD-000101,ITEM-106,2,10.99,21.98,0.0,21.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000943,ORD-000101,ITEM-065,1,32.0,32.0,0.0,32.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000944,ORD-000101,ITEM-071,2,22.0,44.0,0.0,44.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000945,ORD-000101,ITEM-046,1,48.0,48.0,0.0,48.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000946,ORD-000101,ITEM-135,1,29.0,29.0,0.0,29.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000947,ORD-000102,ITEM-041,1,20.0,20.0,0.0,20.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000948,ORD-000102,ITEM-121,1,6.5,6.5,0.0,6.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000949,ORD-000102,ITEM-016,1,13.99,13.99,0.0,13.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000950,ORD-000102,ITEM-081,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000951,ORD-000102,ITEM-002,2,14.5,29.0,0.0,29.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000952,ORD-000102,ITEM-019,2,15.0,30.0,0.0,30.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000953,ORD-000102,ITEM-095,1,16.5,16.5,0.0,16.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000954,ORD-000102,ITEM-120,1,6.99,6.99,0.0,6.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000955,ORD-000103,ITEM-114,1,9.0,9.0,0.0,9.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000956,ORD-000103,ITEM-041,3,20.0,60.0,0.0,60.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000957,ORD-000103,ITEM-076,1,12.99,12.99,0.0,12.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000958,ORD-000103,ITEM-144,2,5.5,11.0,0.0,11.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000959,ORD-000103,ITEM-095,2,16.5,33.0,0.0,33.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000960,ORD-000103,ITEM-058,2,31.0,62.0,0.0,62.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000961,ORD-000103,ITEM-001,3,8.99,26.97,0.0,26.97,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000962,ORD-000104,ITEM-076,2,12.99,25.98,0.0,25.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000963,ORD-000104,ITEM-030,2,14.0,28.0,0.0,28.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000964,ORD-000104,ITEM-038,2,16.99,33.98,0.0,33.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000965,ORD-000104,ITEM-121,2,6.5,13.0,0.0,13.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000966,ORD-000104,ITEM-004,2,6.99,13.98,0.0,13.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000967,ORD-000104,ITEM-042,2,19.0,38.0,0.0,38.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000968,ORD-000104,ITEM-001,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000969,ORD-000104,ITEM-057,2,49.0,98.0,0.0,98.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000970,ORD-000105,ITEM-104,1,9.99,9.99,0.0,9.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000971,ORD-000105,ITEM-083,1,13.5,13.5,0.0,13.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000972,ORD-000105,ITEM-076,2,12.99,25.98,0.0,25.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000973,ORD-000105,ITEM-022,1,17.5,17.5,0.0,17.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000974,ORD-000105,ITEM-026,1,11.99,11.99,0.0,11.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000975,ORD-000105,ITEM-034,2,21.0,42.0,0.0,42.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000976,ORD-000105,ITEM-088,3,8.99,26.97,0.0,26.97,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000977,ORD-000105,ITEM-107,1,7.5,7.5,0.0,7.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000978,ORD-000105,ITEM-126,1,15.0,15.0,0.0,15.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000979,ORD-000105,ITEM-026,2,11.99,23.98,0.0,23.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000980,ORD-000105,ITEM-082,1,15.5,15.5,0.0,15.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000981,ORD-000105,ITEM-068,1,19.99,19.99,0.0,19.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000982,ORD-000105,ITEM-032,1,18.5,18.5,0.0,18.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000983,ORD-000106,ITEM-120,4,6.99,27.96,0.0,27.96,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000984,ORD-000106,ITEM-061,1,46.0,46.0,0.0,46.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000985,ORD-000106,ITEM-031,1,15.99,15.99,0.0,15.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000986,ORD-000106,ITEM-089,1,15.5,15.5,0.0,15.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000987,ORD-000106,ITEM-003,2,9.5,19.0,0.0,19.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000988,ORD-000106,ITEM-025,2,18.0,36.0,0.0,36.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000989,ORD-000106,ITEM-034,3,21.0,63.0,0.0,63.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000990,ORD-000106,ITEM-083,1,13.5,13.5,0.0,13.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000991,ORD-000106,ITEM-083,2,13.5,27.0,0.0,27.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000992,ORD-000106,ITEM-088,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000993,ORD-000106,ITEM-003,2,9.5,19.0,0.0,19.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000994,ORD-000106,ITEM-097,2,15.5,31.0,0.0,31.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000995,ORD-000106,ITEM-120,1,6.99,6.99,0.0,6.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000996,ORD-000106,ITEM-136,1,3.99,3.99,0.0,3.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000997,ORD-000107,ITEM-016,1,13.99,13.99,0.0,13.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000998,ORD-000107,ITEM-137,2,5.99,11.98,0.0,11.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0000999,ORD-000107,ITEM-092,1,23.0,23.0,0.0,23.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001000,ORD-000107,ITEM-068,2,19.99,39.98,0.0,39.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001001,ORD-000107,ITEM-014,2,11.0,22.0,0.0,22.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001002,ORD-000107,ITEM-063,1,34.0,34.0,0.0,34.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001003,ORD-000107,ITEM-068,1,19.99,19.99,0.0,19.99,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001004,ORD-000107,ITEM-070,1,27.0,27.0,0.0,27.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001005,ORD-000107,ITEM-069,2,33.0,66.0,0.0,66.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001006,ORD-000107,ITEM-074,1,26.0,26.0,0.0,26.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001007,ORD-000107,ITEM-023,1,17.0,17.0,0.0,17.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001008,ORD-000107,ITEM-140,3,5.99,17.97,0.0,17.97,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001009,ORD-000107,ITEM-063,1,34.0,34.0,0.0,34.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001010,ORD-000108,ITEM-132,2,13.99,27.98,0.0,27.98,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001011,ORD-000108,ITEM-092,1,23.0,23.0,0.0,23.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001012,ORD-000108,ITEM-097,1,15.5,15.5,0.0,15.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001013,ORD-000108,ITEM-123,2,15.5,31.0,0.0,31.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001014,ORD-000108,ITEM-150,1,6.25,6.25,0.0,6.25,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001015,ORD-000108,ITEM-134,1,8.5,8.5,0.0,8.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001016,ORD-000108,ITEM-101,3,18.0,54.0,0.0,54.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001017,ORD-000108,ITEM-147,5,5.5,27.5,0.0,27.5,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001018,ORD-000108,ITEM-023,1,17.0,17.0,0.0,17.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001019,ORD-000108,ITEM-050,1,36.0,36.0,0.0,36.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
LINE-0001020,ORD-000108,ITEM-100,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:07.635773,CASCADED-QUARANTINE,cascaded quarantined orders,Parent order was cancelled or quarantined
