order_item_id,order_id,item_id,quantity,unit_price,subtotal,item_discount,item_total,_quarantine_timestamp,_quarantine_rule_id,_quarantine_rule_name,_quarantine_reason
LINE-0000516,ORD-000058,ITEM-040,-1,22.0,22.0,0.0,22.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000517,ORD-000058,ITEM-091,-1,16.99,16.99,0.0,16.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000518,ORD-000058,ITEM-093,-1,12.0,12.0,0.0,12.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000519,ORD-000058,ITEM-052,-1,29.99,29.99,0.0,29.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000520,ORD-000058,ITEM-031,-1,15.99,63.96,0.0,63.96,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000521,ORD-000058,ITEM-136,-1,3.99,7.98,0.0,7.98,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000522,ORD-000058,ITEM-036,-1,26.0,26.0,0.0,26.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000523,ORD-000058,ITEM-007,-1,15.99,15.99,0.0,15.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000524,ORD-000058,ITEM-095,-1,16.5,16.5,0.0,16.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000525,ORD-000058,ITEM-111,-1,10.5,10.5,0.0,10.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000526,ORD-000058,ITEM-144,-1,5.5,11.0,0.0,11.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000527,ORD-000058,ITEM-137,-1,5.99,17.97,0.0,17.97,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000528,ORD-000058,ITEM-117,-1,15.0,15.0,0.0,15.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000529,ORD-000058,ITEM-095,-1,16.5,16.5,0.0,16.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000530,ORD-000059,ITEM-033,-1,18.0,18.0,0.0,18.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000531,ORD-000059,ITEM-037,-1,17.5,17.5,0.0,17.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000532,ORD-000059,ITEM-121,-1,6.5,6.5,0.0,6.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000533,ORD-000059,ITEM-122,-1,16.0,16.0,0.0,16.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000534,ORD-000059,ITEM-067,-1,35.0,70.0,0.0,70.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000535,ORD-000059,ITEM-120,-1,6.99,6.99,0.0,6.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000536,ORD-000059,ITEM-019,-1,15.0,15.0,0.0,15.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000537,ORD-000059,ITEM-102,-1,18.5,18.5,0.0,18.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000538,ORD-000059,ITEM-018,-1,28.0,28.0,0.0,28.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000539,ORD-000059,ITEM-140,-1,5.99,5.99,0.0,5.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000540,ORD-000059,ITEM-116,-1,9.5,9.5,0.0,9.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000541,ORD-000059,ITEM-142,-1,5.25,5.25,0.0,5.25,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000542,ORD-000059,ITEM-020,-1,15.5,15.5,0.0,15.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000543,ORD-000059,ITEM-013,-1,12.99,12.99,0.0,12.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000544,ORD-000060,ITEM-085,-1,21.0,21.0,0.0,21.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000545,ORD-000060,ITEM-127,-1,8.5,8.5,0.0,8.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000546,ORD-000060,ITEM-038,-1,16.99,33.98,0.0,33.98,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000547,ORD-000060,ITEM-140,-1,5.99,5.99,0.0,5.99,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000548,ORD-000060,ITEM-079,-1,14.0,14.0,0.0,14.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000549,ORD-000060,ITEM-107,-1,7.5,22.5,0.0,22.5,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
LINE-0000550,ORD-000060,ITEM-003,-1,9.5,19.0,0.0,19.0,2026-09-26T11:22:06.690923,RULE-05,negative quantities,Quantity <= 0 detected
