order_item_id,order_id,item_id,quantity,unit_price,subtotal,item_discount,item_total,_quarantine_timestamp,_quarantine_rule_id,_quarantine_rule_name,_quarantine_reason
LINE-0460022,ORD-045941,ITEM-112,1,11.0,11.0,0.0,11.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0330798,ORD-033083,ITEM-135,3,29.0,87.0,0.0,87.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0820288,ORD-081967,ITEM-080,1,15.0,15.0,0.0,15.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0934969,ORD-093480,ITEM-063,1,34.0,34.0,0.0,34.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0878903,ORD-087852,ITEM-093,1,12.0,12.0,0.0,12.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0507015,ORD-050625,ITEM-027,2,16.5,33.0,0.0,33.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0063469,ORD-006357,ITEM-128,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0568671,ORD-056772,ITEM-148,1,8.5,8.5,0.0,8.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0855772,ORD-085538,ITEM-026,2,11.99,23.98,0.0,23.98,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0606373,ORD-060527,ITEM-121,1,6.5,6.5,0.0,6.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0358901,ORD-035878,ITEM-142,2,5.25,10.5,0.0,10.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0178393,ORD-017845,ITEM-037,1,17.5,17.5,0.0,17.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0921915,ORD-092166,ITEM-120,3,6.99,20.97,0.0,20.97,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0348366,ORD-034835,ITEM-104,3,9.99,29.97,0.0,29.97,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0377483,ORD-037729,ITEM-138,2,3.5,7.0,0.0,7.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0044793,ORD-004499,ITEM-004,1,6.99,6.99,0.0,6.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0690928,ORD-069009,ITEM-025,1,18.0,18.0,0.0,18.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0050314,ORD-005041,ITEM-048,2,56.0,112.0,0.0,112.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0780882,ORD-078032,ITEM-093,1,12.0,12.0,0.0,12.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0018959,ORD-001911,ITEM-128,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0804704,ORD-080406,ITEM-112,1,11.0,11.0,0.0,11.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0008986,ORD-000907,ITEM-094,1,19.0,19.0,0.0,19.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0099902,ORD-009995,ITEM-031,1,15.99,15.99,0.0,15.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0655319,ORD-065432,ITEM-116,1,9.5,9.5,0.0,9.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0224929,ORD-022507,ITEM-108,1,9.99,9.99,0.0,9.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0926626,ORD-092641,ITEM-037,1,17.5,17.5,0.0,17.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0067899,ORD-006810,ITEM-031,3,15.99,47.97,0.0,47.97,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0068879,ORD-006909,ITEM-034,3,21.0,63.0,0.0,63.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0904485,ORD-090408,ITEM-044,1,21.0,21.0,0.0,21.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0244300,ORD-024450,ITEM-046,1,48.0,48.0,0.0,48.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0912238,ORD-091186,ITEM-114,1,9.0,9.0,0.0,9.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0803685,ORD-080312,ITEM-144,1,5.5,5.5,0.0,5.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0444937,ORD-044438,ITEM-025,2,18.0,36.0,0.0,36.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0895959,ORD-089555,ITEM-085,1,21.0,21.0,0.0,21.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0858829,ORD-085851,ITEM-136,2,3.99,7.98,0.0,7.98,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0575348,ORD-057433,ITEM-136,2,3.99,7.98,0.0,7.98,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0464017,ORD-046344,ITEM-055,2,26.5,53.0,0.0,53.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0196830,ORD-019694,ITEM-106,1,10.99,10.99,0.0,10.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0309024,ORD-030913,ITEM-132,1,13.99,13.99,0.0,13.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0347382,ORD-034739,ITEM-052,1,29.99,29.99,0.0,29.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0310805,ORD-031086,ITEM-065,1,32.0,32.0,0.0,32.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0837524,ORD-083716,ITEM-079,2,14.0,28.0,0.0,28.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0268241,ORD-026855,ITEM-041,1,20.0,20.0,0.0,20.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0366138,ORD-036590,ITEM-128,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0449597,ORD-044906,ITEM-003,1,9.5,9.5,0.0,9.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0586918,ORD-058579,ITEM-084,1,13.99,13.99,0.0,13.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0980754,ORD-098077,ITEM-052,1,29.99,29.99,0.0,29.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0051663,ORD-005178,ITEM-031,1,15.99,15.99,0.0,15.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0892874,ORD-089240,ITEM-012,1,11.5,11.5,0.0,11.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0576799,ORD-057580,ITEM-034,2,21.0,42.0,0.0,42.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0480867,ORD-048011,ITEM-143,1,4.25,4.25,0.0,4.25,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0550671,ORD-054974,ITEM-127,1,8.5,8.5,0.0,8.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0584292,ORD-058320,ITEM-007,1,15.99,15.99,0.0,15.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0362132,ORD-036195,ITEM-116,2,9.5,19.0,0.0,19.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0033320,ORD-003345,ITEM-109,1,9.5,9.5,0.0,9.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0215538,ORD-021558,ITEM-070,1,27.0,27.0,0.0,27.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0126315,ORD-012621,ITEM-005,1,21.0,21.0,0.0,21.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0460374,ORD-045975,ITEM-122,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0489380,ORD-048850,ITEM-009,1,17.5,17.5,0.0,17.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0063225,ORD-006334,ITEM-013,2,12.99,25.98,0.0,25.98,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0965340,ORD-096542,ITEM-111,2,10.5,21.0,0.0,21.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0779636,ORD-077904,ITEM-003,1,9.5,9.5,0.0,9.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0695826,ORD-069513,ITEM-038,1,16.99,16.99,0.0,16.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0561881,ORD-056095,ITEM-086,2,19.5,39.0,0.0,39.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0279995,ORD-028032,ITEM-088,4,8.99,35.96,0.0,35.96,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0876145,ORD-087578,ITEM-140,1,5.99,5.99,0.0,5.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0571750,ORD-057077,ITEM-104,5,9.99,49.95,0.0,49.95,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0435459,ORD-043494,ITEM-108,1,9.99,9.99,0.0,9.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0256148,ORD-025645,ITEM-038,1,16.99,16.99,0.0,16.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0527944,ORD-052717,ITEM-016,4,13.99,55.96,0.0,55.96,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0330302,ORD-033037,ITEM-108,1,9.99,9.99,0.0,9.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0872560,ORD-087219,ITEM-126,1,15.0,15.0,0.0,15.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0069255,ORD-006946,ITEM-054,1,52.0,52.0,0.0,52.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0678876,ORD-067800,ITEM-121,1,6.5,6.5,0.0,6.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0275406,ORD-027583,ITEM-137,1,5.99,5.99,0.0,5.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0943252,ORD-094320,ITEM-071,1,22.0,22.0,0.0,22.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0587306,ORD-058615,ITEM-080,2,15.0,30.0,0.0,30.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0889146,ORD-088869,ITEM-058,1,31.0,31.0,0.0,31.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0379067,ORD-037892,ITEM-038,3,16.99,50.97,0.0,50.97,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0115772,ORD-011571,ITEM-067,1,35.0,35.0,0.0,35.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0517432,ORD-051657,ITEM-058,2,31.0,62.0,0.0,62.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0265974,ORD-026631,ITEM-002,1,14.5,14.5,0.0,14.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0675595,ORD-067473,ITEM-063,4,34.0,136.0,0.0,136.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0400808,ORD-040039,ITEM-026,1,11.99,11.99,0.0,11.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0565511,ORD-056446,ITEM-119,1,11.5,11.5,0.0,11.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0100076,ORD-010014,ITEM-110,1,13.5,13.5,0.0,13.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0701083,ORD-070045,ITEM-143,1,4.25,4.25,0.0,4.25,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0103661,ORD-010372,ITEM-089,3,15.5,46.5,0.0,46.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0172272,ORD-017223,ITEM-122,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0331228,ORD-033125,ITEM-001,1,8.99,8.99,0.0,8.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0259150,ORD-025949,ITEM-077,1,14.5,14.5,0.0,14.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0938627,ORD-093850,ITEM-039,1,29.5,29.5,0.0,29.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0606358,ORD-060525,ITEM-068,1,19.99,19.99,0.0,19.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0990307,ORD-099031,ITEM-016,1,13.99,13.99,0.0,13.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0829830,ORD-082939,ITEM-060,1,58.0,58.0,0.0,58.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0875278,ORD-087491,ITEM-110,1,13.5,13.5,0.0,13.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0256730,ORD-025702,ITEM-068,1,19.99,19.99,0.0,19.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0246896,ORD-024716,ITEM-139,2,5.75,11.5,0.0,11.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0040811,ORD-004099,ITEM-131,1,14.0,14.0,0.0,14.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0314675,ORD-031479,ITEM-123,1,15.5,15.5,0.0,15.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0020474,ORD-002060,ITEM-026,1,11.99,11.99,0.0,11.99,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0525061,ORD-052422,ITEM-029,2,34.0,68.0,0.0,68.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0582947,ORD-058183,ITEM-081,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0881795,ORD-088136,ITEM-055,1,26.5,26.5,0.0,26.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0974159,ORD-097423,ITEM-069,1,33.0,33.0,0.0,33.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0422759,ORD-042228,ITEM-052,2,29.99,59.98,0.0,59.98,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0673533,ORD-067267,ITEM-032,2,18.5,37.0,0.0,37.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0826661,ORD-082612,ITEM-093,1,12.0,12.0,0.0,12.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0733811,ORD-073306,ITEM-122,1,16.0,16.0,0.0,16.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0837316,ORD-083694,ITEM-066,1,36.0,36.0,0.0,36.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0570267,ORD-056926,ITEM-032,3,18.5,55.5,0.0,55.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0006299,ORD-000632,ITEM-032,1,18.5,18.5,0.0,18.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0996136,ORD-099611,ITEM-138,1,3.5,3.5,0.0,3.5,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
LINE-0711525,ORD-071085,ITEM-044,1,21.0,21.0,0.0,21.0,2026-09-26T11:22:05.794278,RULE-03,duplicate order-line records,Exact duplicate order_item_id detected
