order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number,_quarantine_timestamp,_quarantine_rule_id,_quarantine_rule_name,_quarantine_reason
ORD-088637,CUST-34150,LOC-011,2025-06-01,11:07:53,2025-06-01 11:07:53,TAKEOUT,COMPLETED,CREDIT_CARD,232.98,0.0,19.22,0.0,0.0,252.2,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-094893,CUST-14683,LOC-012,2025-02-23,19:48:06,2025-02-23 19:48:06,DINE_IN,COMPLETED,CREDIT_CARD,326.99,0.0,26.98,32.7,0.0,386.67,,38.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-092732,CUST-41359,LOC-014,2025-07-11,12:15:12,2025-07-11 12:15:12,DINE_IN,COMPLETED,CREDIT_CARD,163.42,0.0,13.48,29.42,0.0,206.32,,34.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-029131,CUST-26393,LOC-017,2025-12-01,19:24:20,2025-12-01 19:24:20,DELIVERY,COMPLETED,DEBIT_CARD,142.72,10.0,10.95,13.27,4.99,161.93,PROMO-007,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-079023,CUST-38789,LOC-005,2025-12-13,13:55:45,2025-12-13 13:55:45,DRIVE_THRU,COMPLETED,CREDIT_CARD,185.96,0.0,15.34,0.0,0.0,201.3,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-084937,CUST-03231,LOC-012,2025-03-14,12:42:28,2025-03-14 12:42:28,TAKEOUT,COMPLETED,CREDIT_CARD,337.98,0.0,27.88,0.0,0.0,365.86,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-016822,,LOC-010,2025-07-27,17:06:28,2025-07-27 17:06:28,DINE_IN,COMPLETED,CREDIT_CARD,443.95,40.0,33.33,72.71,0.0,509.99,PROMO-009,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-036734,CUST-33662,LOC-016,2025-07-26,18:25:31,2025-07-26 18:25:31,TAKEOUT,COMPLETED,CREDIT_CARD,286.98,0.0,23.68,0.0,0.0,310.66,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-015603,CUST-47282,LOC-020,2025-08-18,13:45:56,2025-08-18 13:45:56,DINE_IN,COMPLETED,DEBIT_CARD,198.92,0.0,16.41,29.84,0.0,245.17,,12.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-028534,CUST-26513,LOC-016,2025-10-19,14:00:01,2025-10-19 14:00:01,DELIVERY,COMPLETED,DEBIT_CARD,205.98,0.0,16.99,30.9,4.99,258.86,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-069770,CUST-08016,LOC-015,2025-06-14,16:21:38,2025-06-14 16:21:38,DINE_IN,COMPLETED,CASH,311.94,15.0,24.5,44.54,0.0,365.98,PROMO-012,10.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-011406,CUST-04822,LOC-010,2025-08-17,14:37:42,2025-08-17 14:37:42,DINE_IN,COMPLETED,CREDIT_CARD,333.0,0.0,27.47,66.6,0.0,427.07,,25.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-096853,CUST-46723,LOC-004,2025-01-29,13:20:53,2025-01-29 13:20:53,DRIVE_THRU,COMPLETED,CREDIT_CARD,341.19,0.0,28.15,0.0,0.0,369.34,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-016131,CUST-06854,LOC-019,2025-10-14,17:36:04,2025-10-14 17:36:04,DINE_IN,COMPLETED,CREDIT_CARD,321.49,0.0,26.52,48.22,0.0,396.23,,27.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-019793,CUST-29707,LOC-005,2025-07-18,12:38:26,2025-07-18 12:38:26,DELIVERY,CANCELLED,GIFT_CARD,140.41,12.0,10.59,0.0,4.99,143.99,PROMO-008,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-089578,CUST-45093,LOC-019,2025-12-22,15:43:56,2025-12-22 15:43:56,TAKEOUT,COMPLETED,MOBILE_PAY,217.19,0.0,17.92,0.0,0.0,235.11,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-040164,CUST-19955,LOC-010,2025-05-02,17:38:21,2025-05-02 17:38:21,DELIVERY,REFUNDED,CREDIT_CARD,286.94,0.0,23.67,0.0,4.99,315.6,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-031777,CUST-19315,LOC-008,2025-02-16,21:58:35,2025-02-16 21:58:35,TAKEOUT,COMPLETED,DEBIT_CARD,117.47,0.0,9.69,0.0,0.0,127.16,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-025331,CUST-11254,LOC-004,2025-01-21,12:54:37,2025-01-21 12:54:37,DINE_IN,COMPLETED,CREDIT_CARD,160.95,0.0,13.28,32.19,0.0,206.42,,33.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-079157,CUST-44021,LOC-013,2025-11-12,13:39:55,2025-11-12 13:39:55,TAKEOUT,COMPLETED,CREDIT_CARD,225.47,0.0,18.6,0.0,0.0,244.07,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-051686,CUST-32366,LOC-006,2025-08-22,12:13:21,2025-08-22 12:13:21,DINE_IN,COMPLETED,CREDIT_CARD,258.99,0.0,21.37,46.62,0.0,326.98,,1.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-075499,,LOC-012,2025-12-29,09:21:23,2025-12-29 09:21:23,DRIVE_THRU,COMPLETED,CREDIT_CARD,221.73,0.0,18.29,0.0,0.0,240.02,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-004728,CUST-05196,LOC-004,2025-11-16,11:07:11,2025-11-16 11:07:11,DELIVERY,COMPLETED,DEBIT_CARD,234.23,40.0,16.02,19.42,4.99,234.66,PROMO-009,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-085199,CUST-04045,LOC-020,2025-05-24,19:24:05,2025-05-24 19:24:05,DINE_IN,COMPLETED,DEBIT_CARD,206.5,0.0,17.04,51.62,0.0,275.16,,4.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-035796,CUST-35035,LOC-001,2025-09-05,08:23:49,2025-09-05 08:23:49,DRIVE_THRU,COMPLETED,CREDIT_CARD,183.93,20.0,13.52,0.0,0.0,177.45,PROMO-010,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-012257,CUST-31468,LOC-018,2025-05-17,22:57:24,2025-05-17 22:57:24,DINE_IN,COMPLETED,CASH,221.69,20.0,16.64,40.34,0.0,258.67,PROMO-010,4.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-035719,CUST-44490,LOC-017,2025-12-26,19:40:07,2025-12-26 19:40:07,DELIVERY,COMPLETED,DEBIT_CARD,341.95,25.0,26.15,47.54,4.99,395.63,PROMO-003,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-070552,CUST-25950,LOC-011,2025-10-10,08:05:21,2025-10-10 08:05:21,DINE_IN,COMPLETED,DEBIT_CARD,153.48,0.0,12.66,27.63,0.0,193.77,,8.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-054375,CUST-47747,LOC-017,2025-07-27,23:26:25,2025-07-27 23:26:25,DELIVERY,COMPLETED,DEBIT_CARD,210.97,0.0,17.41,21.1,4.99,254.47,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-039692,CUST-41634,LOC-012,2025-08-13,18:00:47,2025-08-13 18:00:47,DRIVE_THRU,COMPLETED,CREDIT_CARD,173.99,0.0,14.35,0.0,0.0,188.34,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-093703,CUST-35869,LOC-012,2025-03-29,12:25:11,2025-03-29 12:25:11,TAKEOUT,COMPLETED,DEBIT_CARD,199.73,40.0,13.18,0.0,0.0,172.91,PROMO-009,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-073692,CUST-31838,LOC-001,2025-07-02,10:57:55,2025-07-02 10:57:55,DINE_IN,COMPLETED,CREDIT_CARD,207.99,0.0,17.16,31.2,0.0,256.35,,18.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-098071,CUST-46518,LOC-006,2025-02-15,08:41:11,2025-02-15 08:41:11,DELIVERY,COMPLETED,MOBILE_PAY,399.96,0.0,33.0,71.99,4.99,509.94,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-000576,CUST-31088,LOC-001,2025-12-17,10:13:03,2025-12-17 10:13:03,DINE_IN,COMPLETED,CASH,182.47,0.0,15.05,36.49,0.0,234.01,,27.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-084611,CUST-25695,LOC-015,2025-07-17,12:45:39,2025-07-17 12:45:39,TAKEOUT,COMPLETED,DEBIT_CARD,83.16,0.0,6.86,0.0,0.0,90.02,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-061770,CUST-02004,LOC-014,2025-05-29,18:51:17,2025-05-29 18:51:17,TAKEOUT,CANCELLED,CREDIT_CARD,100.72,0.0,8.31,0.0,0.0,109.03,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-032261,CUST-40605,LOC-010,2025-07-18,19:52:36,2025-07-18 19:52:36,DINE_IN,COMPLETED,CREDIT_CARD,189.25,0.0,15.61,28.39,0.0,233.25,,26.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-082200,CUST-28202,LOC-011,2025-05-20,08:35:38,2025-05-20 08:35:38,DELIVERY,CANCELLED,CREDIT_CARD,88.5,0.0,7.3,0.0,4.99,100.79,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-036291,CUST-33891,LOC-011,2025-03-22,14:27:34,2025-03-22 14:27:34,DINE_IN,COMPLETED,CASH,137.73,0.0,11.36,27.55,0.0,176.64,,5.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-078450,,LOC-015,2025-02-02,20:33:31,2025-02-02 20:33:31,TAKEOUT,REFUNDED,CREDIT_CARD,257.97,25.0,19.22,0.0,0.0,252.19,PROMO-003,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-060056,CUST-32553,LOC-007,2025-04-18,12:28:58,2025-04-18 12:28:58,DRIVE_THRU,COMPLETED,CREDIT_CARD,258.0,0.0,21.29,0.0,0.0,279.29,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-045949,CUST-08202,LOC-004,2025-10-25,19:43:36,2025-10-25 19:43:36,DELIVERY,COMPLETED,DEBIT_CARD,203.97,0.0,16.83,36.71,4.99,262.5,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-028178,CUST-36680,LOC-017,2025-04-15,08:39:01,2025-04-15 08:39:01,DRIVE_THRU,COMPLETED,DEBIT_CARD,215.99,0.0,17.82,0.0,0.0,233.81,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-084464,CUST-26553,LOC-018,2025-01-07,14:51:35,2025-01-07 14:51:35,TAKEOUT,COMPLETED,CREDIT_CARD,143.46,0.0,11.84,0.0,0.0,155.3,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-000579,CUST-30136,LOC-010,2025-07-16,14:14:18,2025-07-16 14:14:18,DELIVERY,COMPLETED,DEBIT_CARD,211.5,20.0,15.8,47.88,4.99,260.17,PROMO-004,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-030960,CUST-22907,LOC-020,2025-11-12,08:28:11,2025-11-12 08:28:11,DINE_IN,COMPLETED,CREDIT_CARD,205.98,0.0,16.99,30.9,0.0,253.87,,22.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-064291,CUST-26217,LOC-016,2025-01-11,16:18:03,2025-01-11 16:18:03,DELIVERY,CANCELLED,CASH,46.75,0.0,3.86,0.0,4.99,55.6,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-014532,CUST-32576,LOC-008,2025-12-26,16:24:15,2025-12-26 16:24:15,DINE_IN,COMPLETED,GIFT_CARD,247.96,40.0,17.16,31.19,0.0,256.31,PROMO-009,15.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-017934,CUST-00568,LOC-006,2025-03-05,12:38:32,2025-03-05 12:38:32,DELIVERY,COMPLETED,CREDIT_CARD,63.99,0.0,5.28,6.4,4.99,80.66,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-033609,CUST-28881,LOC-017,2025-04-14,12:16:14,2025-04-14 12:16:14,DINE_IN,COMPLETED,DEBIT_CARD,118.92,17.84,8.34,20.22,0.0,129.64,PROMO-004,31.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-049960,CUST-09957,LOC-014,2025-06-23,13:58:42,2025-06-23 13:58:42,DINE_IN,PENDING,CREDIT_CARD,132.97,0.0,10.97,0.0,0.0,143.94,,31.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-066599,CUST-25889,LOC-004,2025-05-20,19:26:22,2025-05-20 19:26:22,DELIVERY,COMPLETED,CREDIT_CARD,286.94,0.0,23.67,43.04,4.99,358.64,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-099090,CUST-26316,LOC-001,2025-10-17,11:47:40,2025-10-17 11:47:40,DINE_IN,COMPLETED,GIFT_CARD,213.99,0.0,17.65,21.4,0.0,253.04,,3.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-034452,CUST-17476,LOC-005,2025-02-07,19:19:58,2025-02-07 19:19:58,TAKEOUT,COMPLETED,CREDIT_CARD,240.24,8.0,19.16,0.0,0.0,251.4,PROMO-005,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-034081,CUST-00664,LOC-012,2025-12-15,10:20:18,2025-12-15 10:20:18,TAKEOUT,CANCELLED,CREDIT_CARD,318.71,0.0,26.29,0.0,0.0,345.0,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-063588,CUST-06912,LOC-018,2025-03-02,19:44:17,2025-03-02 19:44:17,DINE_IN,COMPLETED,CREDIT_CARD,184.99,0.0,15.26,33.3,0.0,233.55,,28.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-004294,CUST-21342,LOC-008,2025-12-05,12:24:26,2025-12-05 12:24:26,DINE_IN,COMPLETED,CREDIT_CARD,173.7,0.0,14.33,31.27,0.0,219.3,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-069103,CUST-40828,LOC-017,2025-01-10,16:04:14,2025-01-10 16:04:14,DINE_IN,COMPLETED,CASH,255.46,6.5,20.54,62.24,0.0,331.74,PROMO-006,5.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-086412,CUST-43661,LOC-009,2025-06-21,13:51:40,2025-06-21 13:51:40,TAKEOUT,COMPLETED,DEBIT_CARD,100.22,10.0,7.44,0.0,0.0,97.66,PROMO-007,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-099477,CUST-23183,LOC-002,2025-04-30,18:25:46,2025-04-30 18:25:46,TAKEOUT,COMPLETED,CREDIT_CARD,180.94,0.0,14.93,0.0,0.0,195.87,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-053930,CUST-08794,LOC-003,2025-08-30,11:20:26,2025-08-30 11:20:26,TAKEOUT,CANCELLED,CREDIT_CARD,382.46,25.0,29.49,0.0,0.0,386.95,PROMO-003,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-087071,CUST-33982,LOC-017,2025-05-13,13:49:27,2025-05-13 13:49:27,TAKEOUT,COMPLETED,CREDIT_CARD,159.99,0.0,13.2,0.0,0.0,173.19,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-065084,CUST-02687,LOC-015,2025-07-14,19:17:39,2025-07-14 19:17:39,TAKEOUT,COMPLETED,CASH,185.46,0.0,15.3,0.0,0.0,200.76,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-030713,CUST-39964,LOC-006,2025-08-29,20:13:58,2025-08-29 20:13:58,DELIVERY,COMPLETED,CASH,314.75,0.0,25.97,47.21,4.99,392.92,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-049183,CUST-39788,LOC-010,2025-03-30,18:19:02,2025-03-30 18:19:02,DINE_IN,COMPLETED,CASH,251.65,0.0,20.76,25.17,0.0,297.58,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-057235,CUST-29826,LOC-006,2025-06-15,11:07:44,2025-06-15 11:07:44,DRIVE_THRU,COMPLETED,CREDIT_CARD,283.49,0.0,23.39,0.0,0.0,306.88,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-015664,CUST-41595,LOC-001,2025-06-09,09:15:19,2025-06-09 09:15:19,DINE_IN,COMPLETED,CASH,156.49,0.0,12.91,28.17,0.0,197.57,,25.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-019967,CUST-01446,LOC-001,2025-10-11,10:07:13,2025-10-11 10:07:13,DELIVERY,CANCELLED,MOBILE_PAY,235.97,25.0,17.41,0.0,4.99,233.37,PROMO-003,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-091913,CUST-02686,LOC-002,2025-02-13,14:38:22,2025-02-13 14:38:22,DINE_IN,CANCELLED,CREDIT_CARD,241.95,25.0,17.9,0.0,0.0,234.85,PROMO-003,5.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-091958,CUST-12326,LOC-001,2025-03-29,13:57:53,2025-03-29 13:57:53,DINE_IN,COMPLETED,CREDIT_CARD,461.97,0.0,38.11,92.39,0.0,592.47,,8.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-081347,CUST-03435,LOC-006,2025-10-31,22:26:25,2025-10-31 22:26:25,DRIVE_THRU,COMPLETED,CREDIT_CARD,83.46,0.0,6.89,0.0,0.0,90.35,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
