location_id,restaurant_name,location_tier,item_id,item_name,category_name,quantity_sold,revenue,cost,gross_profit,contribution_margin_pct,rating_count,avg_rating,quantity_wasted,wastage_cost,wastage_percentage,loc_volume_percentile,loc_margin_percentile,location_menu_classification
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-034,Prosciutto e Rucola Pizza,Wood-Fired Pizzas & Pastas,568,11928.0,5566.400000000001,6361.599999999999,53.333333333333336,43.0,3.5348837209302326,413.0,4047.4,42.09989806320081,0.46,0.2733333333333333,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-043,Burrata Caprese Pizza,Wood-Fired Pizzas & Pastas,566,11603.0,4811.0,6792.0,58.536585365853654,31.0,3.7419354838709675,296.0,2516.0,34.33874709976798,0.4533333333333333,0.44,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-061,Pan-Seared Chilean Sea Bass,Chef Specials & Seafood,249,11454.0,4606.5,6847.5,59.78260869565217,15.0,2.7333333333333334,71.0,1313.5,22.1875,0.12666666666666668,0.48,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-056,Pan-Roasted Duck Breast Plum Glaze,Prime Steaks & Butcher Cuts,293,10255.0,4102.0,6153.0,60.0,29.0,3.2413793103448274,60.0,840.0,16.997167138810198,0.15333333333333332,0.49333333333333335,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-064,Butter Poached Maine Lobster Tail,Chef Specials & Seafood,196,10192.0,4606.0,5586.0,54.807692307692314,7.0,3.5714285714285716,400.0,9400.0,67.11409395973155,0.1,0.32,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-069,Grilled Yellowfin Ahi Tuna Steak,Chef Specials & Seafood,308,10164.0,4558.400000000001,5605.599999999999,55.15151515151515,34.0,3.1470588235294117,506.0,7488.8,62.16216216216216,0.18,0.34,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-071,Steamed Blue Mussels White Wine,Chef Specials & Seafood,451,9922.0,4284.5,5637.5,56.81818181818182,34.0,3.8529411764705883,447.0,4246.5,49.77728285077951,0.31333333333333335,0.38,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-011,Spicy Tuna Crispy Rice,Appetizers & Small Plates,548,9864.0,5370.400000000001,4493.599999999999,45.55555555555555,25.0,3.04,610.0,5978.0,52.67702936096719,0.43333333333333335,0.13333333333333333,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,565,9605.0,4633.0,4972.0,51.76470588235295,34.0,3.8529411764705883,38.0,311.6,6.301824212271974,0.44666666666666666,0.20333333333333334,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-062,Crispy Skin Mediterranean Branzino,Chef Specials & Seafood,251,9538.0,4016.0,5522.0,57.89473684210527,20.0,3.6,365.0,5840.0,59.253246753246756,0.14,0.42,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-075,Seafood Bouillabaisse Saffron Rouille,Chef Specials & Seafood,244,9028.0,4026.0,5002.0,55.4054054054054,22.0,3.0,470.0,7755.0,65.82633053221288,0.12,0.3466666666666667,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-079,Strawberry Gorgonzola Pecan Salad,Farm-Fresh Salads & Grain Bowls,638,8932.0,3190.0,5742.0,64.28571428571429,44.0,4.090909090909091,55.0,275.0,7.936507936507936,0.5466666666666666,0.5733333333333334,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-018,Prime Wagyu Truffle Burger,Artisanal Burgers & Handhelds,300,8400.0,3450.0,4950.0,58.92857142857143,41.0,3.7804878048780486,38.0,437.0,11.242603550295858,0.16,0.44666666666666666,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-078,Burrata Caprese Heirloom Salad,Farm-Fresh Salads & Grain Bowls,502,8283.0,3915.6,4367.4,52.72727272727272,47.0,3.297872340425532,556.0,4336.8,52.55198487712666,0.36666666666666664,0.24333333333333335,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,534,8277.0,4005.0,4272.0,51.61290322580645,35.0,3.6,410.0,3075.0,43.43220338983051,0.4,0.19,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-027,Chipotle Fish Tacos (3pcs),Artisanal Burgers & Handhelds,485,8002.5,4219.5,3783.0000000000005,47.27272727272728,35.0,3.0285714285714285,488.0,4245.6,50.15416238437821,0.33666666666666667,0.14,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-045,Linguine alle Vongole (Clams),Wood-Fired Pizzas & Pastas,306,7650.0,3672.0,3978.0,52.0,20.0,3.6,430.0,5160.0,58.42391304347826,0.17,0.22333333333333333,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-074,Fried Softshell Crab Basket,Chef Specials & Seafood,291,7566.0,3492.0,4074.0,53.84615384615385,26.0,3.269230769230769,493.0,5916.0,62.88265306122449,0.14666666666666667,0.3,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-010,Smoked Duck Croquettes,Appetizers & Small Plates,376,6016.0,2632.0,3384.0,56.25,19.0,3.6842105263157894,68.0,476.0,15.315315315315313,0.24666666666666667,0.37333333333333335,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-029,Truffle Lobster Roll,Artisanal Burgers & Handhelds,162,5508.0,2349.0,3159.0,57.35294117647059,17.0,3.411764705882353,108.0,1566.0,40.0,0.08666666666666667,0.4,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-005,Wild Alaskan Salmon Tartare,Appetizers & Small Plates,240,5040.0,2760.0,2280.0,45.23809523809524,24.0,2.625,478.0,5497.0,66.57381615598887,0.11333333333333333,0.12666666666666668,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-006,Soft-Shell Crab Sliders,Appetizers & Small Plates,250,4875.0,2550.0,2325.0,47.69230769230769,22.0,3.590909090909091,340.0,3468.0,57.6271186440678,0.13333333333333333,0.15,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-014,Spanakopita Herb Triangles,Appetizers & Small Plates,402,4422.0,1809.0,2613.0,59.09090909090909,50.0,3.7,36.0,162.0,8.21917808219178,0.26666666666666666,0.45666666666666667,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-148,Cold Pressed Green Detox Juice,Specialty Coffee & Beverages,444,3774.0,1820.3999999999999,1953.6000000000001,51.76470588235295,28.0,3.142857142857143,434.0,1779.4,49.430523917995444,0.2966666666666667,0.20333333333333334,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-060,Pepper-Crusted Bison Tenderloin,Prime Steaks & Butcher Cuts,62,3596.0,1550.0,2046.0,56.896551724137936,6.0,2.5,18.0,450.0,22.5,0.02666666666666667,0.38666666666666666,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,1097,18638.03,5704.400000000001,12933.63,69.39376103590347,80.0,3.3625,44.0,228.8,3.856266432953549,0.8933333333333333,0.6733333333333333,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,846,16074.0,5837.400000000001,10236.6,63.68421052631579,85.0,3.6588235294117646,46.0,317.4,5.15695067264574,0.78,0.5533333333333333,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,903,15802.5,4966.5,10836.0,68.57142857142857,70.0,3.4571428571428573,35.0,192.5,3.731343283582089,0.8066666666666666,0.6533333333333333,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,961,15376.0,3075.2000000000003,12300.800000000001,80.0,76.0,3.736842105263158,0.0,0.0,0.0,0.84,0.91,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,764,15280.0,5195.2,10084.8,65.99999999999999,42.0,3.4761904761904763,31.0,210.8,3.89937106918239,0.7166666666666667,0.6133333333333333,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,689,14469.0,5443.1,9025.9,62.38095238095238,33.0,3.696969696969697,4.0,31.6,0.5772005772005772,0.6266666666666667,0.5333333333333333,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,992,13878.08,2579.2000000000003,11298.880000000001,81.41529664045748,97.0,3.7628865979381443,1.0,2.6,0.10070493454179255,0.8466666666666667,0.9533333333333334,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,915,13725.0,2653.5,11071.5,80.66666666666666,76.0,3.5526315789473686,17.0,49.3,1.8240343347639485,0.82,0.9266666666666666,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,858,13299.0,2659.8,10639.2,80.0,63.0,3.7301587301587302,17.0,52.7,1.9428571428571426,0.7866666666666666,0.91,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,946,12771.0,2365.0,10406.0,81.48148148148148,73.0,3.5205479452054793,0.0,0.0,0.0,0.8333333333333334,0.96,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,737,11792.0,4569.400000000001,7222.6,61.25000000000001,43.0,3.5813953488372094,33.0,204.60000000000002,4.285714285714286,0.6666666666666666,0.5066666666666667,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,750,11625.0,4350.0,7275.0,62.58064516129033,51.0,3.4705882352941178,14.0,81.2,1.832460732984293,0.6933333333333334,0.54,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-100,Crispy Falafel Mezze Platter,Vegan & Plant-Based Creations,680,10880.0,3400.0,7480.0,68.75,36.0,3.611111111111111,41.0,205.0,5.6865464632454925,0.6133333333333333,0.6666666666666666,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,740,10730.0,3848.0,6882.0,64.13793103448275,48.0,3.5833333333333335,34.0,176.8,4.3927648578811365,0.6833333333333333,0.5666666666666667,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,792,10692.0,3801.6,6890.4,64.44444444444444,63.0,3.9047619047619047,7.0,33.599999999999994,0.8760951188986232,0.74,0.5866666666666667,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-124,Elderflower French 75 Champagne,Signature Cocktails & Mocktails,621,10557.0,2235.6,8321.4,78.82352941176471,38.0,3.5,14.0,50.4,2.204724409448819,0.5066666666666667,0.8666666666666667,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-129,Smoked Rosemary Paloma Tequila,Signature Cocktails & Mocktails,721,10454.5,2018.8,8435.699999999999,80.6896551724138,58.0,3.9655172413793105,7.0,19.6,0.9615384615384616,0.66,0.9333333333333333,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-131,Yuzu Lavender Gin Tonic,Signature Cocktails & Mocktails,698,9772.0,1884.6000000000001,7887.400000000001,80.71428571428572,46.0,3.5217391304347827,0.0,0.0,0.0,0.6333333333333333,0.94,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,874,9177.0,2796.8,6380.2,69.52380952380952,71.0,3.788732394366197,41.0,131.20000000000002,4.480874316939891,0.7933333333333333,0.6933333333333334,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,994,8936.06,3180.8,5755.26,64.40489432703004,84.0,3.5952380952380953,58.0,185.6,5.513307984790875,0.8533333333333334,0.58,Profit Driver
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,795,8745.0,2464.5,6280.5,71.81818181818181,56.0,3.9642857142857144,55.0,170.5,6.470588235294119,0.7466666666666667,0.7666666666666667,Profit Driver
